id,name,epithet,role,roleLabel,type,visibleAff,hiddenAff,pairEdges,existingGapsSupplied,firstAssignedGaps,archetype,personality,gender,species,ageBand,culturalBasis,visualConcept,costumeNotes,poseAction,backgroundConcept,portraitPrompt,spoilerConstraints,img,status,productionAdaptation
cv3_villain_012,Aminata K. Diop,The Masked Mainframe,villain,Villain,shonen,"[""shinobi"", ""cyber""]",horror,"[""cyber|horror"", ""cyber|shinobi"", ""horror|shinobi""]","[""cyber|horror"", ""cyber|shinobi"", ""horror|shinobi""]","[""cyber|horror"", ""cyber|shinobi"", ""horror|shinobi""]",spymaster turning every alliance into leverage caught in a cyber conflict,Needs solitude after appearing fearless. Uses this strength to justify controlling other people.,female,human,20–29,"French-Senegalese mixed heritage; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","French-Senegalese woman, visibly aged 20–29; dark brown skin; dark natural curls, shoulder-length and swept to one side; a long narrow face and prominent nose, tall lean build; spymaster turning every alliance into leverage caught in a cyber conflict","smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from graphite utility coat with restrained teal seams","kneeling to inspect an important detail, a climbing cord and compact grappling hook",a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: French-Senegalese woman, visibly aged 20–29; dark brown skin; dark natural curls, shoulder-length and swept to one side; a long narrow face and prominent nose, tall lean build; spymaster turning every alliance into leverage caught in a cyber conflict. Costume: smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from graphite utility coat with restrained teal seams. Action: kneeling to inspect an important detail, a climbing cord and compact grappling hook. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and cyber. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity horror is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_012.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_013,Haruki K. Mizuhara,The Manufactured Idol,villain,Villain,shonen,"[""cyber"", ""idol""]",pirate,"[""cyber|idol"", ""cyber|pirate"", ""idol|pirate""]","[""cyber|idol"", ""cyber|pirate"", ""idol|pirate""]","[""cyber|idol"", ""cyber|pirate"", ""idol|pirate""]",surveillance monopolist caught in a idol conflict,Shares food before sharing a secret. Uses this strength to justify controlling other people.,male,human,20–29,"Japanese; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Japanese man, visibly aged 20–29; light ivory skin with a cool undertone; straight blue-black hair, cut into a blunt chin-length bob; a long face with fine smile lines, slim build; surveillance monopolist caught in a idol conflict",graphite utility coat with restrained teal seams; a restrained secondary cue from ink-blue stage jacket with silver geometric piping,"bracing against a gust with steady eye contact, a handheld diagnostic slate",a rainlit cable-lined transit arcade; secondary environment cue: a rehearsal stage with blurred amber footlights,"One standalone square premium anime game portrait. Subject: Japanese man, visibly aged 20–29; light ivory skin with a cool undertone; straight blue-black hair, cut into a blunt chin-length bob; a long face with fine smile lines, slim build; surveillance monopolist caught in a idol conflict. Costume: graphite utility coat with restrained teal seams; a restrained secondary cue from ink-blue stage jacket with silver geometric piping. Action: bracing against a gust with steady eye contact, a handheld diagnostic slate. Setting: a rainlit cable-lined transit arcade; secondary environment cue: a rehearsal stage with blurred amber footlights. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts cyber and idol. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity pirate is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_013.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_014,Abena K. Mensah,The Invader Beyond Worlds,villain,Villain,shonen,"[""isekai"", ""military""]",cyber,"[""cyber|isekai"", ""cyber|military"", ""isekai|military""]","[""cyber|isekai"", ""cyber|military"", ""isekai|military""]","[""cyber|isekai"", ""cyber|military"", ""isekai|military""]",self-appointed ruler from elsewhere caught in a military conflict,Notices the missing chair before the guest arrives. Uses this strength to justify controlling other people.,female,human,30–39,"Ghanaian-British diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Ghanaian-British woman, visibly aged 30–39; very deep brown skin with warm highlights; tightly coiled black hair, cut into a blunt chin-length bob; a small chin and rounded cheeks, short slight build; self-appointed ruler from elsewhere caught in a military conflict",modern travel layer over locally repaired woven clothing; a restrained secondary cue from olive field jacket with blank unit tabs and practical boots,"leaning over a low rail while extending the main prop, an ordinary satchel beside an unfamiliar gate token",a foreign city gate with a quiet portal far behind; secondary environment cue: a floodlit logistics yard with supply vehicles,"One standalone square premium anime game portrait. Subject: Ghanaian-British woman, visibly aged 30–39; very deep brown skin with warm highlights; tightly coiled black hair, cut into a blunt chin-length bob; a small chin and rounded cheeks, short slight build; self-appointed ruler from elsewhere caught in a military conflict. Costume: modern travel layer over locally repaired woven clothing; a restrained secondary cue from olive field jacket with blank unit tabs and practical boots. Action: leaning over a low rail while extending the main prop, an ordinary satchel beside an unfamiliar gate token. Setting: a foreign city gate with a quiet portal far behind; secondary environment cue: a floodlit logistics yard with supply vehicles. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts isekai and military. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity cyber is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_014.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_015,Cian K. Byrne,The Orbital Overwriter,villain,Villain,shonen,"[""space"", ""cyber""]",martial,"[""cyber|martial"", ""cyber|space"", ""martial|space""]","[""cyber|martial"", ""martial|space""]","[""cyber|martial"", ""martial|space""]",controller of a colony lifeline caught in a cyber conflict,Always prepares a way back. Uses this strength to justify controlling other people.,male,human,40–49,"Irish diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Irish man, visibly aged 40–49; very fair pink-toned skin with conspicuous natural freckles; copper-red hair, short and windswept; a pointed chin and prominent cheekbones, wiry build; controller of a colony lifeline caught in a cyber conflict",white-and-navy pressure-suit layers with orange seals; a restrained secondary cue from graphite utility coat with restrained teal seams,"moving laterally across the scene in a controlled stride, a compact tether reel",a station observation deck overlooking a planet; secondary environment cue: a rainlit cable-lined transit arcade,"One standalone square premium anime game portrait. Subject: Irish man, visibly aged 40–49; very fair pink-toned skin with conspicuous natural freckles; copper-red hair, short and windswept; a pointed chin and prominent cheekbones, wiry build; controller of a colony lifeline caught in a cyber conflict. Costume: white-and-navy pressure-suit layers with orange seals; a restrained secondary cue from graphite utility coat with restrained teal seams. Action: moving laterally across the scene in a controlled stride, a compact tether reel. Setting: a station observation deck overlooking a planet; secondary environment cue: a rainlit cable-lined transit arcade. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts space and cyber. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity martial is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_015.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_016,Leela K. Rao,The Dreadful Enchantment,villain,Villain,shonen,"[""fantasy"", ""horror""]",slice,"[""fantasy|horror"", ""fantasy|slice"", ""horror|slice""]","[""fantasy|horror"", ""fantasy|slice"", ""horror|slice""]","[""fantasy|horror"", ""fantasy|slice"", ""horror|slice""]",usurping court patron caught in a horror conflict,Counts steps to settle a racing mind. Uses this strength to justify controlling other people.,female,human,50–59,"Indian diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Indian woman, visibly aged 50–59; medium-deep warm brown skin; thick dark hair, short and windswept; a round face and soft cheeks, sturdy build; usurping court patron caught in a horror conflict",layered forest-green travelling clothes and weathered leather; a restrained secondary cue from charcoal raincoat with a single pale lining,"standing calmly while the environment moves around them, a carved travelling staff",a terraced stone city beneath high aqueducts; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: Indian woman, visibly aged 50–59; medium-deep warm brown skin; thick dark hair, short and windswept; a round face and soft cheeks, sturdy build; usurping court patron caught in a horror conflict. Costume: layered forest-green travelling clothes and weathered leather; a restrained secondary cue from charcoal raincoat with a single pale lining. Action: standing calmly while the environment moves around them, a carved travelling staff. Setting: a terraced stone city beneath high aqueducts; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts fantasy and horror. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity slice is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_016.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_017,Minjun K. Seo,The Forbidden Technique,villain,Villain,shonen,"[""shinobi"", ""fantasy""]",idol,"[""fantasy|idol"", ""fantasy|shinobi"", ""idol|shinobi""]","[""fantasy|idol"", ""fantasy|shinobi"", ""idol|shinobi""]","[""fantasy|idol"", ""fantasy|shinobi"", ""idol|shinobi""]",spymaster turning every alliance into leverage caught in a fantasy conflict,Trusts actions more than titles. Uses this strength to justify controlling other people.,male,human,20–29,"Korean diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Korean man, visibly aged 20–29; fair beige skin with a neutral undertone; straight dark brown hair, in a practical low braid; a heart-shaped face and a wide smile, compact athletic build; spymaster turning every alliance into leverage caught in a fantasy conflict","smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from layered forest-green travelling clothes and weathered leather","pivoting into the light with a determined sideways glance, a climbing cord and compact grappling hook",a tiled roof above a guarded archive at dusk; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: Korean man, visibly aged 20–29; fair beige skin with a neutral undertone; straight dark brown hair, in a practical low braid; a heart-shaped face and a wide smile, compact athletic build; spymaster turning every alliance into leverage caught in a fantasy conflict. Costume: smoke-blue fitted field layers, cloth wraps and a compact tool pouch; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: pivoting into the light with a determined sideways glance, a climbing cord and compact grappling hook. Setting: a tiled roof above a guarded archive at dusk; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts shinobi and fantasy. Show covert positioning, a cord/tool pouch or stealth route; no branded headband or franchise symbols. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity idol is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_017.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_018,Adaeze K. Okoye,The Counterfeit Prophecy,villain,Villain,shonen,"[""mystery"", ""fantasy""]",military,"[""fantasy|military"", ""fantasy|mystery"", ""military|mystery""]","[""fantasy|military"", ""fantasy|mystery"", ""military|mystery""]","[""fantasy|military"", ""fantasy|mystery"", ""military|mystery""]",architect of a convincing false account caught in a fantasy conflict,Makes room for a rival to change. Uses this strength to justify controlling other people.,female,human,30–39,"Nigerian diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Nigerian woman, visibly aged 30–39; rich dark brown skin; dense natural black curls, in a practical low braid; a wide face and close-set brows, tall robust build; architect of a convincing false account caught in a fantasy conflict",slate tailored coat with a mustard scarf; a restrained secondary cue from layered forest-green travelling clothes and weathered leather,"taking one measured step toward the viewer, a sealed unlettered evidence envelope",a rainlit archive doorway; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: Nigerian woman, visibly aged 30–39; rich dark brown skin; dense natural black curls, in a practical low braid; a wide face and close-set brows, tall robust build; architect of a convincing false account caught in a fantasy conflict. Costume: slate tailored coat with a mustard scarf; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: taking one measured step toward the viewer, a sealed unlettered evidence envelope. Setting: a rainlit archive doorway; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mystery and fantasy. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity military is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_018.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_019,Elias K. Lind,The Enchanted Plunderer,villain,Villain,shonen,"[""fantasy"", ""pirate""]",survival,"[""fantasy|pirate"", ""fantasy|survival"", ""pirate|survival""]","[""fantasy|pirate"", ""fantasy|survival"", ""pirate|survival""]","[""fantasy|pirate"", ""fantasy|survival"", ""pirate|survival""]",usurping court patron caught in a pirate conflict,Keeps a repaired object as a reminder. Uses this strength to justify controlling other people.,male,human,60–69,"Swedish northern coastal community; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Swedish man, visibly aged 60–69; pale cool skin; flaxen blond hair, in a rounded natural silhouette; a broad face and subtle facial asymmetry, substantial build; usurping court patron caught in a pirate conflict","layered forest-green travelling clothes and weathered leather; a restrained secondary cue from sea-green deck coat, sash and salt-worn boots","turning sharply as fabric trails behind, a carved travelling staff",a terraced stone city beneath high aqueducts; secondary environment cue: a working ship deck beside a busy harbour,"One standalone square premium anime game portrait. Subject: Swedish man, visibly aged 60–69; pale cool skin; flaxen blond hair, in a rounded natural silhouette; a broad face and subtle facial asymmetry, substantial build; usurping court patron caught in a pirate conflict. Costume: layered forest-green travelling clothes and weathered leather; a restrained secondary cue from sea-green deck coat, sash and salt-worn boots. Action: turning sharply as fabric trails behind, a carved travelling staff. Setting: a terraced stone city beneath high aqueducts; secondary environment cue: a working ship deck beside a busy harbour. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts fantasy and pirate. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity survival is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_019.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_020,Lucia K. Vega,The Oath-Eating Blade,villain,Villain,shonen,"[""samurai"", ""fantasy""]",romance,"[""fantasy|romance"", ""fantasy|samurai"", ""romance|samurai""]","[""fantasy|romance"", ""fantasy|samurai"", ""romance|samurai""]","[""fantasy|romance"", ""fantasy|samurai"", ""romance|samurai""]",clan magistrate enforcing an unjust oath caught in a fantasy conflict,Asks permission even when in command. Uses this strength to justify controlling other people.,female,human,20–29,"Mexican diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Mexican woman, visibly aged 20–29; medium tan skin with a warm golden undertone; dark wavy hair, in a rounded natural silhouette; a broad nose and strong jaw, solid muscular build; clan magistrate enforcing an unjust oath caught in a fantasy conflict",muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from layered forest-green travelling clothes and weathered leather,"kneeling to inspect an important detail, a sheathed katana with visible hilt",a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts,"One standalone square premium anime game portrait. Subject: Mexican woman, visibly aged 20–29; medium tan skin with a warm golden undertone; dark wavy hair, in a rounded natural silhouette; a broad nose and strong jaw, solid muscular build; clan magistrate enforcing an unjust oath caught in a fantasy conflict. Costume: muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from layered forest-green travelling clothes and weathered leather. Action: kneeling to inspect an important detail, a sheathed katana with visible hilt. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: a terraced stone city beneath high aqueducts. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and fantasy. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity romance is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_020.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_021,Andre L. Morgan,The Iron Nightmare,villain,Villain,shonen,"[""mecha"", ""horror""]",magical,"[""horror|magical"", ""horror|mecha"", ""magical|mecha""]","[""horror|magical"", ""horror|mecha"", ""magical|mecha""]","[""horror|magical"", ""horror|mecha"", ""magical|mecha""]",fleet owner demanding obedience caught in a horror conflict,Hides worry behind meticulous preparation. Uses this strength to justify controlling other people.,male,human,20–29,"Jamaican-British diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Jamaican-British man, visibly aged 20–29; deep brown skin; black locs, tied back with loose temple strands; a square face and heavy brows, broad-shouldered build; fleet owner demanding obedience caught in a horror conflict",practical flight suit with harness and work gloves; a restrained secondary cue from charcoal raincoat with a single pale lining,"bracing against a gust with steady eye contact, a cockpit control grip",an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: Jamaican-British man, visibly aged 20–29; deep brown skin; black locs, tied back with loose temple strands; a square face and heavy brows, broad-shouldered build; fleet owner demanding obedience caught in a horror conflict. Costume: practical flight suit with harness and work gloves; a restrained secondary cue from charcoal raincoat with a single pale lining. Action: bracing against a gust with steady eye contact, a cockpit control grip. Setting: an open cockpit with a large mech shoulder in the hangar beyond; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts mecha and horror. Show unmistakable functional cockpit, mech shoulder or support rig; keep the character as the focus. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity magical is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_021.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_022,Rania L. Nasser,The Winter Terror,villain,Villain,shonen,"[""horror"", ""nordic""]",space,"[""horror|nordic"", ""horror|space"", ""nordic|space""]","[""horror|nordic"", ""horror|space"", ""nordic|space""]","[""horror|nordic"", ""horror|space"", ""nordic|space""]",keeper of a predatory refuge caught in a nordic conflict,Writes down the questions nobody answered. Uses this strength to justify controlling other people.,female,human,30–39,"Lebanese diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Lebanese woman, visibly aged 30–39; light warm skin; thick dark curls, tied back with loose temple strands; a softly angular face, full lips and a strong neck, stocky build; keeper of a predatory refuge caught in a nordic conflict",charcoal raincoat with a single pale lining; a restrained secondary cue from weatherproof navy wool layers with simple leather fastenings,"leaning over a low rail while extending the main prop, a shaded lantern held away from the face",an abandoned station with a single lit doorway; secondary environment cue: a working northern harbour under cold daylight,"One standalone square premium anime game portrait. Subject: Lebanese woman, visibly aged 30–39; light warm skin; thick dark curls, tied back with loose temple strands; a softly angular face, full lips and a strong neck, stocky build; keeper of a predatory refuge caught in a nordic conflict. Costume: charcoal raincoat with a single pale lining; a restrained secondary cue from weatherproof navy wool layers with simple leather fastenings. Action: leaning over a low rail while extending the main prop, a shaded lantern held away from the face. Setting: an abandoned station with a single lit doorway; secondary environment cue: a working northern harbour under cold daylight. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts horror and nordic. Northern maritime realism; no horned helmets, rune magic or automatic Viking costume. No robots, mechs, powered armour or cockpit. No katana or samurai clan costume. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity space is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_022.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
cv3_villain_023,Lukasz L. Kowalski,The Gallows Duelist,villain,Villain,shonen,"[""samurai"", ""horror""]",survival,"[""horror|samurai"", ""horror|survival"", ""samurai|survival""]","[""horror|samurai"", ""samurai|survival""]","[""horror|samurai"", ""samurai|survival""]",clan magistrate enforcing an unjust oath caught in a horror conflict,Finds courage in small routines. Uses this strength to justify controlling other people.,male,human,40–49,"Polish diaspora; fictional crossover setting. Cultural basis guides identity, not a compulsory costume stereotype.","Polish man, visibly aged 40–49; fair neutral skin; ash-blond hair, with a side part and visible silver streaks; a mature face with crow’s-feet and a strong jaw, average build; clan magistrate enforcing an unjust oath caught in a horror conflict",muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from charcoal raincoat with a single pale lining,"moving laterally across the scene in a controlled stride, a sheathed katana with visible hilt",a feudal gatehouse with a windswept stone approach; secondary environment cue: an abandoned station with a single lit doorway,"One standalone square premium anime game portrait. Subject: Polish man, visibly aged 40–49; fair neutral skin; ash-blond hair, with a side part and visible silver streaks; a mature face with crow’s-feet and a strong jaw, average build; clan magistrate enforcing an unjust oath caught in a horror conflict. Costume: muted ochre haori over indigo hakama with a plain clan clasp; a restrained secondary cue from charcoal raincoat with a single pale lining. Action: moving laterally across the scene in a controlled stride, a sheathed katana with visible hilt. Setting: a feudal gatehouse with a windswept stone approach; secondary environment cue: an abandoned station with a single lit doorway. Exactly one main character, face clear; rich painted material light and fine anime contours matching audited current cast; strong diagonal composition, warm focal light, cooler background depth; no text, logos, labels, UI or borders. Only depict the two visible concepts samurai and horror. Show a sheathed or carefully controlled sword, haori/hakama or retainer cue appropriate to the subject; no generic ninja substitution. No robots, mechs, powered armour or cockpit. No ninja costume or covert-clan insignia. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan. This is a distinct new person: do not reuse the reference face, olive complexion, hairstyle or previous-sheet identity. Render the specified skin tone clearly under neutral facial fill light; warm environmental light must not turn every face olive or tan.","Hidden affinity survival is internal metadata only: do not name, draw or hint at it in public art or epithet. Secondary cues must remain within visible affinities.",cast/v3/cv3_villain_023.webp,ART_EXPORTED_ASSET_QC_COMPLETE_ENGINE_REVIEW_PENDING,
