role,anime_type,genre_a,genre_b,witness_id
pet,shonen,cyber,pirate,v4_mascot_shonen_031
pet,shonen,cyber,martial,cv3_mascot_012
pet,shonen,cyber,mythology,v4_mascot_shonen_017
pet,shonen,cyber,nordic,p_pomu
pet,shonen,cyber,samurai,cv3_mascot_011
pet,shonen,cyber,shinobi,cv3_mascot_013
pet,shonen,fantasy,idol,v4_mascot_shonen_032
pet,shonen,fantasy,mystery,v4_mascot_shonen_018
pet,shonen,comedy,fantasy,cv3_mascot_002
pet,shonen,cooking,fantasy,p_kiki2
pet,shonen,fantasy,military,cv3_mascot_010
pet,shonen,fantasy,supernatural,cv3_mascot_015
pet,shonen,fantasy,space,v4_mascot_shonen_018
pet,shonen,fantasy,magical,p_kiki2
pet,shonen,fantasy,survival,p_gon
pet,shonen,fantasy,pirate,cv3_mascot_015
pet,shonen,fantasy,martial,p_drakko
pet,shonen,fantasy,mythology,cv3_mascot_014
pet,shonen,fantasy,nordic,p_baku
pet,shonen,fantasy,samurai,cv3_mascot_016
pet,shonen,fantasy,shinobi,cv3_mascot_002
pet,shonen,idol,mystery,v4_mascot_shonen_019
pet,shonen,comedy,idol,cv3_mascot_001
pet,shonen,cooking,idol,v4_mascot_shonen_032
pet,shonen,idol,military,p_ruri
pet,shonen,idol,supernatural,v4_mascot_shonen_019
pet,shonen,idol,space,cv3_mascot_026
pet,shonen,idol,magical,p_ruri
pet,shonen,idol,survival,p_kona
pet,shonen,idol,pirate,cv3_mascot_021
pet,shonen,idol,martial,cv3_mascot_022
pet,shonen,idol,mythology,cv3_mascot_023
pet,shonen,idol,nordic,cv3_mascot_024
pet,shonen,idol,samurai,cv3_mascot_025
pet,shonen,idol,shinobi,cv3_mascot_026
pet,shonen,comedy,mystery,cv3_mascot_006
pet,shonen,cooking,mystery,v4_mascot_shonen_020
pet,shonen,military,mystery,v4_mascot_shonen_020
pet,shonen,mystery,supernatural,v4_mascot_shonen_019
pet,shonen,mystery,space,v4_mascot_shonen_018
pet,shonen,magical,mystery,v4_mascot_shonen_021
pet,shonen,mystery,survival,cv3_mascot_006
pet,shonen,mystery,pirate,s_haruto
pet,shonen,martial,mystery,v4_mascot_shonen_012
pet,shonen,mystery,mythology,s_haruto
pet,shonen,mystery,nordic,v4_mascot_shonen_008
pet,shonen,mystery,samurai,v4_mascot_shonen_021
pet,shonen,mystery,shinobi,cv3_mascot_019
pet,shonen,comedy,cooking,v4_mascot_shonen_009
pet,shonen,comedy,military,p_toro
pet,shonen,comedy,supernatural,p_toro
pet,shonen,comedy,space,v4_mascot_shonen_034
pet,shonen,comedy,magical,cv3_mascot_005
pet,shonen,comedy,survival,cv3_mascot_006
pet,shonen,comedy,pirate,p_chacha
pet,shonen,comedy,martial,p_chacha
pet,shonen,comedy,mythology,p_nitro
pet,shonen,comedy,nordic,v4_mascot_shonen_002
pet,shonen,comedy,samurai,cv3_mascot_004
pet,shonen,comedy,shinobi,cv3_mascot_002
pet,shonen,cooking,military,v4_mascot_shonen_020
pet,shonen,cooking,supernatural,cv3_mascot_009
pet,shonen,cooking,space,p_koro
pet,shonen,cooking,magical,p_kiki2
pet,shonen,cooking,survival,cv3_mascot_009
pet,shonen,cooking,pirate,p_fuu
pet,shonen,cooking,martial,cv3_mascot_007
pet,shonen,cooking,mythology,p_fuu
pet,shonen,cooking,nordic,p_pomu
pet,shonen,cooking,samurai,cv3_mascot_008
pet,shonen,cooking,shinobi,cv3_mascot_008
pet,shonen,military,supernatural,p_toro
pet,shonen,military,space,v4_mascot_shonen_005
pet,shonen,magical,military,p_ruri
pet,shonen,military,survival,p_loader
pet,shonen,military,pirate,cv3_mascot_018
pet,shonen,martial,military,v4_mascot_shonen_022
pet,shonen,military,mythology,v4_mascot_shonen_022
pet,shonen,military,nordic,v4_mascot_shonen_023
pet,shonen,military,samurai,v4_mascot_shonen_023
pet,shonen,military,shinobi,v4_mascot_shonen_036
pet,shonen,space,supernatural,cv3_mascot_053
pet,shonen,magical,supernatural,p_nibi
pet,shonen,supernatural,survival,cv3_mascot_009
pet,shonen,pirate,supernatural,cv3_mascot_015
pet,shonen,martial,supernatural,v4_mascot_shonen_010
pet,shonen,mythology,supernatural,cv3_mascot_055
pet,shonen,nordic,supernatural,cv3_mascot_055
pet,shonen,samurai,supernatural,cv3_mascot_016
pet,shonen,shinobi,supernatural,v4_mascot_shonen_036
pet,shonen,magical,space,v4_mascot_shonen_015
pet,shonen,space,survival,p_umi
pet,shonen,pirate,space,v4_mascot_shonen_024
pet,shonen,martial,space,v4_mascot_shonen_025
pet,shonen,mythology,space,v4_mascot_shonen_017
pet,shonen,nordic,space,v4_mascot_shonen_024
pet,shonen,samurai,space,v4_mascot_shonen_025
pet,shonen,shinobi,space,cv3_mascot_026
pet,shonen,magical,survival,p_silt
pet,shonen,magical,pirate,p_silt
pet,shonen,magical,martial,v4_mascot_shonen_026
pet,shonen,magical,mythology,v4_mascot_shonen_027
pet,shonen,magical,nordic,v4_mascot_shonen_026
pet,shonen,magical,samurai,v4_mascot_shonen_021
pet,shonen,magical,shinobi,v4_mascot_shonen_027
pet,shonen,pirate,survival,p_silt
pet,shonen,martial,survival,cv3_mascot_012
pet,shonen,mythology,survival,v4_mascot_shonen_006
pet,shonen,nordic,survival,p_mugi
pet,shonen,samurai,survival,v4_mascot_shonen_035
pet,shonen,shinobi,survival,v4_mascot_shonen_035
pet,shonen,martial,pirate,p_chacha
pet,shonen,mythology,pirate,s_haruto
pet,shonen,nordic,pirate,v4_mascot_shonen_024
pet,shonen,pirate,samurai,v4_mascot_shonen_011
pet,shonen,pirate,shinobi,v4_mascot_shonen_013
pet,shonen,martial,mythology,v4_mascot_shonen_022
pet,shonen,martial,nordic,v4_mascot_shonen_026
pet,shonen,martial,samurai,v4_mascot_shonen_025
pet,shonen,martial,shinobi,v4_mascot_shonen_016
pet,shonen,mythology,nordic,cv3_mascot_055
pet,shonen,mythology,samurai,v4_mascot_shonen_014
pet,shonen,mythology,shinobi,v4_mascot_shonen_027
pet,shonen,nordic,samurai,v4_mascot_shonen_023
pet,shonen,nordic,shinobi,cv3_mascot_054
pet,shonen,samurai,shinobi,cv3_mascot_008
pet,shojo,isekai,mecha,cv3_mascot_027
pet,shojo,mecha,slice,v4_mascot_shojo_001
pet,shojo,horror,mecha,v4_mascot_shojo_002
pet,shojo,mecha,romance,cv3_mascot_039
pet,shojo,mecha,sports,v4_mascot_shojo_003
pet,shojo,cyber,mecha,v4_mascot_shojo_001
pet,shojo,fantasy,mecha,p_tama
pet,shojo,idol,mecha,v4_mascot_shojo_004
pet,shojo,mecha,mystery,v4_mascot_shojo_002
pet,shojo,comedy,mecha,p_ponta
pet,shojo,cooking,mecha,p_ponta
pet,shojo,mecha,military,cv3_mascot_038
pet,shojo,mecha,supernatural,cv3_mascot_027
pet,shojo,mecha,space,v4_mascot_shojo_004
pet,shojo,magical,mecha,p_tama
pet,shojo,mecha,survival,cv3_mascot_040
pet,shojo,mecha,pirate,v4_mascot_shojo_005
pet,shojo,martial,mecha,v4_mascot_shojo_005
pet,shojo,mecha,mythology,v4_mascot_shojo_003
pet,shojo,mecha,nordic,cv3_mascot_038
pet,shojo,mecha,samurai,cv3_mascot_039
pet,shojo,mecha,shinobi,cv3_mascot_040
pet,shojo,isekai,slice,cv3_mascot_029
pet,shojo,horror,isekai,v4_mascot_shojo_006
pet,shojo,isekai,romance,v4_mascot_shojo_035
pet,shojo,isekai,sports,cv3_mascot_030
pet,shojo,cyber,isekai,v4_mascot_shojo_007
pet,shojo,fantasy,isekai,v4_mascot_shojo_008
pet,shojo,idol,isekai,v4_mascot_shojo_009
pet,shojo,isekai,mystery,cv3_mascot_029
pet,shojo,comedy,isekai,v4_mascot_shojo_009
pet,shojo,cooking,isekai,p_puri
pet,shojo,isekai,military,cv3_mascot_028
pet,shojo,isekai,supernatural,cv3_mascot_027
pet,shojo,isekai,space,cv3_mascot_031
pet,shojo,isekai,magical,p_peko
pet,shojo,isekai,survival,p_peko
pet,shojo,isekai,pirate,v4_mascot_shojo_006
pet,shojo,isekai,martial,v4_mascot_shojo_007
pet,shojo,isekai,mythology,cv3_mascot_028
pet,shojo,isekai,nordic,p_puri
pet,shojo,isekai,samurai,v4_mascot_shojo_008
pet,shojo,isekai,shinobi,cv3_mascot_030
pet,shojo,horror,slice,p_mochi
pet,shojo,romance,slice,p_mochi
pet,shojo,slice,sports,v4_mascot_shojo_010
pet,shojo,cyber,slice,v4_mascot_shojo_001
pet,shojo,fantasy,slice,v4_mascot_shojo_011
pet,shojo,idol,slice,v4_mascot_shojo_010
pet,shojo,mystery,slice,cv3_mascot_029
pet,shojo,comedy,slice,p_chibi
pet,shojo,cooking,slice,p_pudding
pet,shojo,military,slice,p_chibi
pet,shojo,slice,supernatural,cv3_mascot_047
pet,shojo,slice,space,v4_mascot_shojo_012
pet,shojo,magical,slice,p_sora
pet,shojo,slice,survival,p_nemu
pet,shojo,pirate,slice,p_sora
pet,shojo,martial,slice,cv3_mascot_037
pet,shojo,mythology,slice,v4_mascot_shojo_011
pet,shojo,nordic,slice,cv3_mascot_047
pet,shojo,samurai,slice,cv3_mascot_037
pet,shojo,shinobi,slice,v4_mascot_shojo_012
pet,shojo,horror,romance,p_mochi
pet,shojo,horror,sports,v4_mascot_shojo_013
pet,shojo,cyber,horror,v4_mascot_shojo_014
pet,shojo,fantasy,horror,v4_mascot_shojo_015
pet,shojo,horror,idol,v4_mascot_shojo_016
pet,shojo,horror,mystery,v4_mascot_shojo_002
pet,shojo,comedy,horror,v4_mascot_shojo_014
pet,shojo,cooking,horror,v4_mascot_shojo_017
pet,shojo,horror,military,v4_mascot_shojo_018
pet,shojo,horror,supernatural,v4_mascot_shojo_015
pet,shojo,horror,space,p_stellar
pet,shojo,horror,magical,p_stellar
pet,shojo,horror,survival,v4_mascot_shojo_018
pet,shojo,horror,pirate,v4_mascot_shojo_006
pet,shojo,horror,martial,cv3_mascot_057
pet,shojo,horror,mythology,v4_mascot_shojo_017
pet,shojo,horror,nordic,cv3_mascot_057
pet,shojo,horror,samurai,v4_mascot_shojo_013
pet,shojo,horror,shinobi,v4_mascot_shojo_016
pet,shojo,romance,sports,p_goma
pet,shojo,cyber,romance,v4_mascot_shojo_019
pet,shojo,fantasy,romance,p_momo2
pet,shojo,idol,romance,v4_mascot_shojo_020
pet,shojo,mystery,romance,p_momo2
pet,shojo,comedy,romance,v4_mascot_shojo_037
pet,shojo,cooking,romance,p_goma
pet,shojo,military,romance,v4_mascot_shojo_019
pet,shojo,romance,supernatural,p_sakumi
pet,shojo,romance,space,cv3_mascot_043
pet,shojo,magical,romance,v4_mascot_shojo_035
pet,shojo,romance,survival,p_nemu
pet,shojo,pirate,romance,cv3_mascot_048
pet,shojo,martial,romance,p_sakumi
pet,shojo,mythology,romance,cv3_mascot_043
pet,shojo,nordic,romance,v4_mascot_shojo_020
pet,shojo,romance,samurai,cv3_mascot_039
pet,shojo,romance,shinobi,cv3_mascot_048
pet,shojo,cyber,sports,v4_mascot_shojo_021
pet,shojo,fantasy,sports,p_maru
pet,shojo,idol,sports,v4_mascot_shojo_010
pet,shojo,mystery,sports,p_maru
pet,shojo,comedy,sports,v4_mascot_shojo_022
pet,shojo,cooking,sports,p_goma
pet,shojo,military,sports,v4_mascot_shojo_023
pet,shojo,sports,supernatural,v4_mascot_shojo_023
pet,shojo,space,sports,cv3_mascot_031
pet,shojo,magical,sports,cv3_mascot_032
pet,shojo,sports,survival,v4_mascot_shojo_022
pet,shojo,pirate,sports,v4_mascot_shojo_040
pet,shojo,martial,sports,cv3_mascot_032
pet,shojo,mythology,sports,v4_mascot_shojo_003
pet,shojo,nordic,sports,v4_mascot_shojo_021
pet,shojo,samurai,sports,v4_mascot_shojo_013
pet,shojo,shinobi,sports,cv3_mascot_030
pet,shojo,cyber,fantasy,cv3_mascot_060
pet,shojo,cyber,idol,v4_mascot_shojo_024
pet,shojo,cyber,mystery,p_mocha
pet,shojo,comedy,cyber,v4_mascot_shojo_014
pet,shojo,cooking,cyber,p_mocha
pet,shojo,cyber,military,v4_mascot_shojo_019
pet,shojo,cyber,supernatural,v4_mascot_shojo_025
pet,shojo,cyber,space,p_brine
pet,shojo,cyber,magical,p_rin2
pet,shojo,cyber,survival,v4_mascot_shojo_025
pet,shojo,cyber,pirate,p_brine
pet,shojo,cyber,martial,v4_mascot_shojo_007
pet,shojo,cyber,mythology,p_rin2
pet,shojo,cyber,nordic,v4_mascot_shojo_021
pet,shojo,cyber,samurai,v4_mascot_shojo_024
pet,shojo,cyber,shinobi,cv3_mascot_060
pet,shojo,fantasy,idol,s_chika
pet,shojo,fantasy,mystery,p_maru
pet,shojo,comedy,fantasy,v4_mascot_shojo_026
pet,shojo,cooking,fantasy,s_chika
pet,shojo,fantasy,military,v4_mascot_shojo_027
pet,shojo,fantasy,supernatural,v4_mascot_shojo_015
pet,shojo,fantasy,space,p_bloop
pet,shojo,fantasy,magical,p_tama
pet,shojo,fantasy,survival,v4_mascot_shojo_028
pet,shojo,fantasy,pirate,v4_mascot_shojo_027
pet,shojo,fantasy,martial,v4_mascot_shojo_026
pet,shojo,fantasy,mythology,v4_mascot_shojo_011
pet,shojo,fantasy,nordic,v4_mascot_shojo_028
pet,shojo,fantasy,samurai,v4_mascot_shojo_008
pet,shojo,fantasy,shinobi,cv3_mascot_060
pet,shojo,idol,mystery,s_koko
pet,shojo,comedy,idol,v4_mascot_shojo_009
pet,shojo,cooking,idol,s_chika
pet,shojo,idol,military,v4_mascot_shojo_029
pet,shojo,idol,supernatural,s_koko
pet,shojo,idol,space,v4_mascot_shojo_004
pet,shojo,idol,magical,v4_mascot_shojo_029
pet,shojo,idol,survival,v4_mascot_shojo_030
pet,shojo,idol,pirate,v4_mascot_shojo_031
pet,shojo,idol,martial,v4_mascot_shojo_030
pet,shojo,idol,mythology,v4_mascot_shojo_031
pet,shojo,idol,nordic,v4_mascot_shojo_020
pet,shojo,idol,samurai,v4_mascot_shojo_024
pet,shojo,idol,shinobi,v4_mascot_shojo_016
pet,shojo,comedy,mystery,v4_mascot_shojo_037
pet,shojo,cooking,mystery,p_mocha
pet,shojo,military,mystery,cv3_mascot_041
pet,shojo,mystery,supernatural,s_koko
pet,shojo,mystery,space,cv3_mascot_036
pet,shojo,magical,mystery,cv3_mascot_033
pet,shojo,mystery,survival,v4_mascot_shojo_032
pet,shojo,mystery,pirate,v4_mascot_shojo_032
pet,shojo,martial,mystery,cv3_mascot_036
pet,shojo,mystery,mythology,v4_mascot_shojo_036
pet,shojo,mystery,nordic,cv3_mascot_041
pet,shojo,mystery,samurai,cv3_mascot_033
pet,shojo,mystery,shinobi,v4_mascot_shojo_036
pet,shojo,comedy,cooking,p_ponta
pet,shojo,comedy,military,p_chibi
pet,shojo,comedy,supernatural,v4_mascot_shojo_033
pet,shojo,comedy,space,p_fuwa
pet,shojo,comedy,magical,cv3_mascot_058
pet,shojo,comedy,survival,v4_mascot_shojo_022
pet,shojo,comedy,pirate,v4_mascot_shojo_033
pet,shojo,comedy,martial,v4_mascot_shojo_026
pet,shojo,comedy,mythology,cv3_mascot_058
pet,shojo,comedy,nordic,p_fuwa
pet,shojo,comedy,samurai,cv3_mascot_059
pet,shojo,comedy,shinobi,cv3_mascot_059
pet,shojo,cooking,military,p_pudding
pet,shojo,cooking,supernatural,v4_mascot_shojo_034
pet,shojo,cooking,space,v4_mascot_shojo_039
pet,shojo,cooking,magical,v4_mascot_shojo_038
pet,shojo,cooking,survival,cv3_mascot_052
pet,shojo,cooking,pirate,p_yuzu
pet,shojo,cooking,martial,v4_mascot_shojo_038
pet,shojo,cooking,mythology,v4_mascot_shojo_017
pet,shojo,cooking,nordic,p_puri
pet,shojo,cooking,samurai,v4_mascot_shojo_034
pet,shojo,cooking,shinobi,cv3_mascot_052
pet,shojo,military,supernatural,v4_mascot_shojo_023
pet,shojo,military,space,cv3_mascot_042
pet,shojo,magical,military,v4_mascot_shojo_029
pet,shojo,military,survival,v4_mascot_shojo_018
pet,shojo,military,pirate,v4_mascot_shojo_027
pet,shojo,martial,military,cv3_mascot_035
pet,shojo,military,mythology,cv3_mascot_028
pet,shojo,military,nordic,cv3_mascot_038
pet,shojo,military,samurai,cv3_mascot_042
pet,shojo,military,shinobi,cv3_mascot_035
pet,shojo,space,supernatural,p_nya
pet,shojo,magical,supernatural,p_nya
pet,shojo,supernatural,survival,v4_mascot_shojo_025
pet,shojo,pirate,supernatural,v4_mascot_shojo_033
pet,shojo,martial,supernatural,p_sakumi
pet,shojo,mythology,supernatural,cv3_mascot_045
pet,shojo,nordic,supernatural,cv3_mascot_047
pet,shojo,samurai,supernatural,v4_mascot_shojo_034
pet,shojo,shinobi,supernatural,cv3_mascot_045
pet,shojo,magical,space,p_nya
pet,shojo,space,survival,v4_mascot_shojo_039
pet,shojo,pirate,space,p_brine
pet,shojo,martial,space,cv3_mascot_036
pet,shojo,mythology,space,cv3_mascot_043
pet,shojo,nordic,space,p_fuwa
pet,shojo,samurai,space,cv3_mascot_042
pet,shojo,shinobi,space,v4_mascot_shojo_012
pet,shojo,magical,survival,p_peko
pet,shojo,magical,pirate,p_sora
pet,shojo,magical,martial,cv3_mascot_032
pet,shojo,magical,mythology,p_rin2
pet,shojo,magical,nordic,cv3_mascot_034
pet,shojo,magical,samurai,cv3_mascot_033
pet,shojo,magical,shinobi,cv3_mascot_034
pet,shojo,pirate,survival,v4_mascot_shojo_032
pet,shojo,martial,survival,v4_mascot_shojo_030
pet,shojo,mythology,survival,cv3_mascot_044
pet,shojo,nordic,survival,v4_mascot_shojo_028
pet,shojo,samurai,survival,cv3_mascot_044
pet,shojo,shinobi,survival,cv3_mascot_040
pet,shojo,martial,pirate,v4_mascot_shojo_005
pet,shojo,mythology,pirate,v4_mascot_shojo_031
pet,shojo,nordic,pirate,cv3_mascot_046
pet,shojo,pirate,samurai,cv3_mascot_046
pet,shojo,pirate,shinobi,cv3_mascot_048
pet,shojo,martial,mythology,p_lumen
pet,shojo,martial,nordic,p_lumen
pet,shojo,martial,samurai,cv3_mascot_037
pet,shojo,martial,shinobi,cv3_mascot_035
pet,shojo,mythology,nordic,p_lumen
pet,shojo,mythology,samurai,cv3_mascot_044
pet,shojo,mythology,shinobi,cv3_mascot_045
pet,shojo,nordic,samurai,cv3_mascot_046
pet,shojo,nordic,shinobi,cv3_mascot_034
pet,shojo,samurai,shinobi,cv3_mascot_049
villain,shonen,isekai,mecha,v4_villain_shonen_001
villain,shonen,mecha,slice,v_kurogane
villain,shonen,horror,mecha,cv3_villain_021
villain,shonen,mecha,romance,v_volt
villain,shonen,mecha,sports,v_bioform
villain,shonen,cyber,mecha,v_glitch
villain,shonen,fantasy,mecha,v4_villain_shonen_031
villain,shonen,idol,mecha,v_bioform
villain,shonen,mecha,mystery,v4_villain_shonen_001
villain,shonen,comedy,mecha,v_grandfinale
villain,shonen,cooking,mecha,v_grandfinale
villain,shonen,mecha,military,v_kurogane
villain,shonen,mecha,supernatural,v4_villain_shonen_002
villain,shonen,mecha,space,v_volt
villain,shonen,magical,mecha,cv3_villain_021
villain,shonen,mecha,survival,v4_villain_shonen_031
villain,shonen,mecha,pirate,v4_villain_shonen_037
villain,shonen,martial,mecha,v4_villain_shonen_003
villain,shonen,mecha,mythology,v4_villain_shonen_003
villain,shonen,mecha,nordic,v4_villain_shonen_002
villain,shonen,mecha,samurai,cv3_villain_056
villain,shonen,mecha,shinobi,cv3_villain_056
villain,shonen,isekai,slice,cv3_villain_055
villain,shonen,horror,isekai,v_titanus
villain,shonen,isekai,romance,v4_villain_shonen_004
villain,shonen,isekai,sports,v4_villain_shonen_005
villain,shonen,cyber,isekai,cv3_villain_014
villain,shonen,fantasy,isekai,v4_villain_shonen_005
villain,shonen,idol,isekai,cv3_villain_024
villain,shonen,isekai,mystery,v4_villain_shonen_001
villain,shonen,comedy,isekai,v4_villain_shonen_004
villain,shonen,cooking,isekai,v_magus
villain,shonen,isekai,military,cv3_villain_014
villain,shonen,isekai,supernatural,cv3_villain_024
villain,shonen,isekai,space,v4_villain_shonen_006
villain,shonen,isekai,magical,v_magus
villain,shonen,isekai,survival,v_titanus
villain,shonen,isekai,pirate,v4_villain_shonen_007
villain,shonen,isekai,martial,v4_villain_shonen_008
villain,shonen,isekai,mythology,v4_villain_shonen_038
villain,shonen,isekai,nordic,v4_villain_shonen_008
villain,shonen,isekai,samurai,v4_villain_shonen_007
villain,shonen,isekai,shinobi,v4_villain_shonen_006
villain,shonen,horror,slice,cv3_villain_016
villain,shonen,romance,slice,v4_villain_shonen_009
villain,shonen,slice,sports,v4_villain_shonen_033
villain,shonen,cyber,slice,v_glitch
villain,shonen,fantasy,slice,cv3_villain_016
villain,shonen,idol,slice,v4_villain_shonen_010
villain,shonen,mystery,slice,v4_villain_shonen_010
villain,shonen,comedy,slice,cv3_villain_002
villain,shonen,cooking,slice,cv3_villain_010
villain,shonen,military,slice,v_kurogane
villain,shonen,slice,supernatural,cv3_villain_055
villain,shonen,slice,space,v4_villain_shonen_011
villain,shonen,magical,slice,cv3_villain_002
villain,shonen,slice,survival,v4_villain_shonen_012
villain,shonen,pirate,slice,v4_villain_shonen_013
villain,shonen,martial,slice,v4_villain_shonen_012
villain,shonen,mythology,slice,v4_villain_shonen_011
villain,shonen,nordic,slice,v4_villain_shonen_009
villain,shonen,samurai,slice,cv3_villain_010
villain,shonen,shinobi,slice,v4_villain_shonen_013
villain,shonen,horror,romance,v4_villain_shonen_014
villain,shonen,horror,sports,v_reaper
villain,shonen,cyber,horror,cv3_villain_012
villain,shonen,fantasy,horror,cv3_villain_016
villain,shonen,horror,idol,v4_villain_shonen_032
villain,shonen,horror,mystery,v4_villain_shonen_032
villain,shonen,comedy,horror,v_ash
villain,shonen,cooking,horror,v4_villain_shonen_015
villain,shonen,horror,military,v_ash
villain,shonen,horror,supernatural,v4_villain_shonen_036
villain,shonen,horror,space,cv3_villain_022
villain,shonen,horror,magical,cv3_villain_021
villain,shonen,horror,survival,v_titanus
villain,shonen,horror,pirate,v4_villain_shonen_015
villain,shonen,horror,martial,v_reaper
villain,shonen,horror,mythology,v4_villain_shonen_014
villain,shonen,horror,nordic,cv3_villain_022
villain,shonen,horror,samurai,cv3_villain_023
villain,shonen,horror,shinobi,cv3_villain_012
villain,shonen,romance,sports,cv3_villain_054
villain,shonen,cyber,romance,v_zero
villain,shonen,fantasy,romance,cv3_villain_020
villain,shonen,idol,romance,v4_villain_shonen_016
villain,shonen,mystery,romance,v_nightshade
villain,shonen,comedy,romance,v4_villain_shonen_004
villain,shonen,cooking,romance,v4_villain_shonen_016
villain,shonen,military,romance,sen
villain,shonen,romance,supernatural,v4_villain_shonen_017
villain,shonen,romance,space,v_volt
villain,shonen,magical,romance,v4_villain_shonen_017
villain,shonen,romance,survival,v_nightshade
villain,shonen,pirate,romance,v4_villain_shonen_037
villain,shonen,martial,romance,sen
villain,shonen,mythology,romance,v4_villain_shonen_014
villain,shonen,nordic,romance,v4_villain_shonen_009
villain,shonen,romance,samurai,cv3_villain_020
villain,shonen,romance,shinobi,cv3_villain_054
villain,shonen,cyber,sports,v4_villain_shonen_018
villain,shonen,fantasy,sports,v4_villain_shonen_005
villain,shonen,idol,sports,v_carnage
villain,shonen,mystery,sports,cv3_villain_004
villain,shonen,comedy,sports,cv3_villain_004
villain,shonen,cooking,sports,cv3_villain_009
villain,shonen,military,sports,v4_villain_shonen_019
villain,shonen,sports,supernatural,v_tempest
villain,shonen,space,sports,v4_villain_shonen_019
villain,shonen,magical,sports,v4_villain_shonen_018
villain,shonen,sports,survival,v4_villain_shonen_020
villain,shonen,pirate,sports,v_baron
villain,shonen,martial,sports,v_carnage
villain,shonen,mythology,sports,v_baron
villain,shonen,nordic,sports,v4_villain_shonen_020
villain,shonen,samurai,sports,v4_villain_shonen_033
villain,shonen,shinobi,sports,cv3_villain_054
villain,shonen,cyber,fantasy,v_collector
villain,shonen,cyber,idol,cv3_villain_013
villain,shonen,cyber,mystery,v4_villain_shonen_021
villain,shonen,comedy,cyber,cv3_villain_001
villain,shonen,cooking,cyber,cv3_villain_006
villain,shonen,cyber,military,cv3_villain_014
villain,shonen,cyber,supernatural,cv3_villain_006
villain,shonen,cyber,space,v_zero
villain,shonen,cyber,magical,v4_villain_shonen_018
villain,shonen,cyber,survival,v_blackout
villain,shonen,cyber,pirate,cv3_villain_013
villain,shonen,cyber,martial,cv3_villain_015
villain,shonen,cyber,mythology,v_blackout
villain,shonen,cyber,nordic,v4_villain_shonen_021
villain,shonen,cyber,samurai,cv3_villain_001
villain,shonen,cyber,shinobi,cv3_villain_012
villain,shonen,fantasy,idol,cv3_villain_017
villain,shonen,fantasy,mystery,cv3_villain_018
villain,shonen,comedy,fantasy,v4_villain_shonen_022
villain,shonen,cooking,fantasy,cv3_villain_007
villain,shonen,fantasy,military,cv3_villain_018
villain,shonen,fantasy,supernatural,cv3_villain_008
villain,shonen,fantasy,space,v4_villain_shonen_022
villain,shonen,fantasy,magical,v_amethyst
villain,shonen,fantasy,survival,cv3_villain_019
villain,shonen,fantasy,pirate,cv3_villain_019
villain,shonen,fantasy,martial,cv3_villain_007
villain,shonen,fantasy,mythology,v_collector
villain,shonen,fantasy,nordic,v_amethyst
villain,shonen,fantasy,samurai,cv3_villain_020
villain,shonen,fantasy,shinobi,cv3_villain_017
villain,shonen,idol,mystery,v4_villain_shonen_010
villain,shonen,comedy,idol,v4_villain_shonen_023
villain,shonen,cooking,idol,v4_villain_shonen_016
villain,shonen,idol,military,v4_villain_shonen_034
villain,shonen,idol,supernatural,cv3_villain_024
villain,shonen,idol,space,cv3_villain_026
villain,shonen,idol,magical,cv3_villain_025
villain,shonen,idol,survival,v4_villain_shonen_023
villain,shonen,idol,pirate,cv3_villain_013
villain,shonen,idol,martial,v_carnage
villain,shonen,idol,mythology,cv3_villain_025
villain,shonen,idol,nordic,v4_villain_shonen_034
villain,shonen,idol,samurai,cv3_villain_026
villain,shonen,idol,shinobi,cv3_villain_017
villain,shonen,comedy,mystery,cv3_villain_004
villain,shonen,cooking,mystery,v_paradox
villain,shonen,military,mystery,cv3_villain_018
villain,shonen,mystery,supernatural,v_onikage
villain,shonen,mystery,space,v_paradox
villain,shonen,magical,mystery,v4_villain_shonen_024
villain,shonen,mystery,survival,v_nightshade
villain,shonen,mystery,pirate,v_inquisitor
villain,shonen,martial,mystery,v_onikage
villain,shonen,mystery,mythology,v4_villain_shonen_025
villain,shonen,mystery,nordic,v4_villain_shonen_021
villain,shonen,mystery,samurai,v4_villain_shonen_025
villain,shonen,mystery,shinobi,v4_villain_shonen_024
villain,shonen,comedy,cooking,v_grandfinale
villain,shonen,comedy,military,v_ash
villain,shonen,comedy,supernatural,cv3_villain_005
villain,shonen,comedy,space,v4_villain_shonen_022
villain,shonen,comedy,magical,cv3_villain_002
villain,shonen,comedy,survival,v4_villain_shonen_023
villain,shonen,comedy,pirate,v_scuttle
villain,shonen,comedy,martial,cv3_villain_003
villain,shonen,comedy,mythology,cv3_villain_005
villain,shonen,comedy,nordic,v_scuttle
villain,shonen,comedy,samurai,cv3_villain_001
villain,shonen,comedy,shinobi,cv3_villain_003
villain,shonen,cooking,military,v_gravemark
villain,shonen,cooking,supernatural,cv3_villain_006
villain,shonen,cooking,space,v_paradox
villain,shonen,cooking,magical,v_magus
villain,shonen,cooking,survival,cv3_villain_011
villain,shonen,cooking,pirate,v4_villain_shonen_015
villain,shonen,cooking,martial,cv3_villain_007
villain,shonen,cooking,mythology,v4_villain_shonen_038
villain,shonen,cooking,nordic,v_gravemark
villain,shonen,cooking,samurai,cv3_villain_010
villain,shonen,cooking,shinobi,cv3_villain_011
villain,shonen,military,supernatural,v4_villain_shonen_026
