role,genre_a,genre_b,existing_ids,new_ids,total,status
villain,cyber,space,"[""v_zero""]","[""cv3_villain_015""]",2,COVERED
villain,cyber,sports,"[""v_frostbite""]",[],1,COVERED
villain,cyber,supernatural,[],"[""cv3_villain_006""]",1,COVERED
villain,cyber,survival,"[""v_blackout""]",[],1,COVERED
villain,fantasy,horror,[],"[""cv3_villain_016""]",1,COVERED
villain,fantasy,idol,[],"[""cv3_villain_017""]",1,COVERED
villain,fantasy,isekai,"[""v_overlord""]",[],1,COVERED
villain,fantasy,magical,"[""v_amethyst"", ""v_hex""]",[],2,COVERED
villain,fantasy,martial,[],"[""cv3_villain_007""]",1,COVERED
villain,fantasy,mecha,"[""v_overlord""]",[],1,COVERED
villain,fantasy,military,[],"[""cv3_villain_018""]",1,COVERED
villain,fantasy,mystery,[],"[""cv3_villain_018""]",1,COVERED
villain,fantasy,mythology,"[""v_collector""]",[],1,COVERED
villain,fantasy,nordic,"[""v_amethyst""]",[],1,COVERED
villain,fantasy,pirate,[],"[""cv3_villain_019""]",1,COVERED
villain,fantasy,romance,[],"[""cv3_villain_020""]",1,COVERED
villain,fantasy,samurai,[],"[""cv3_villain_020""]",1,COVERED
villain,fantasy,shinobi,[],"[""cv3_villain_017""]",1,COVERED
villain,fantasy,slice,[],"[""cv3_villain_016""]",1,COVERED
villain,fantasy,space,"[""v_hollowchild""]",[],1,COVERED
villain,fantasy,sports,"[""v_hex""]",[],1,COVERED
villain,fantasy,supernatural,[],"[""cv3_villain_008""]",1,COVERED
villain,fantasy,survival,[],"[""cv3_villain_019""]",1,COVERED
villain,horror,idol,"[""v_plague""]",[],1,COVERED
villain,horror,isekai,"[""v_titanus"", ""v_lich""]",[],2,COVERED
villain,horror,magical,[],"[""cv3_villain_021""]",1,COVERED
villain,horror,martial,"[""v_reaper""]",[],1,COVERED
villain,horror,mecha,[],"[""cv3_villain_021""]",1,COVERED
villain,horror,military,"[""v_ash""]",[],1,COVERED
villain,horror,mystery,"[""v_plague""]",[],1,COVERED
villain,horror,mythology,"[""v_moth""]",[],1,COVERED
villain,horror,nordic,[],"[""cv3_villain_022""]",1,COVERED
villain,horror,pirate,"[""v_silence""]",[],1,COVERED
villain,horror,romance,"[""v_hollow"", ""v_fang""]",[],2,COVERED
villain,horror,samurai,[],"[""cv3_villain_023""]",1,COVERED
villain,horror,shinobi,[],"[""cv3_villain_012""]",1,COVERED
villain,horror,slice,[],"[""cv3_villain_016""]",1,COVERED
villain,horror,space,[],"[""cv3_villain_022""]",1,COVERED
villain,horror,sports,"[""v_reaper""]",[],1,COVERED
villain,horror,supernatural,"[""v_hollow""]",[],1,COVERED
villain,horror,survival,"[""v_titanus""]","[""cv3_villain_023""]",2,COVERED
villain,idol,isekai,[],"[""cv3_villain_024""]",1,COVERED
villain,idol,magical,[],"[""cv3_villain_025""]",1,COVERED
villain,idol,martial,"[""v_carnage"", ""v_falsetto""]",[],2,COVERED
villain,idol,mecha,"[""v_bioform"", ""v_obsidian""]",[],2,COVERED
villain,idol,military,"[""v_puppeteer""]",[],1,COVERED
villain,idol,mystery,"[""v_plague""]",[],1,COVERED
villain,idol,mythology,[],"[""cv3_villain_025""]",1,COVERED
villain,idol,nordic,"[""v_einar""]",[],1,COVERED
villain,idol,pirate,[],"[""cv3_villain_013""]",1,COVERED
villain,idol,romance,"[""v_falsetto"", ""v_obsidian"", ""v_rosethorn""]",[],3,COVERED
villain,idol,samurai,[],"[""cv3_villain_026""]",1,COVERED
villain,idol,shinobi,[],"[""cv3_villain_017""]",1,COVERED
villain,idol,slice,"[""v_puppeteer""]",[],1,COVERED
villain,idol,space,[],"[""cv3_villain_026""]",1,COVERED
villain,idol,sports,"[""v_carnage"", ""v_bioform""]",[],2,COVERED
villain,idol,supernatural,[],"[""cv3_villain_024""]",1,COVERED
villain,idol,survival,"[""v_harlequin"", ""v_rosethorn""]",[],2,COVERED
villain,isekai,magical,"[""v_magus""]",[],1,COVERED
villain,isekai,martial,[],"[""cv3_villain_027""]",1,COVERED
villain,isekai,mecha,"[""v_overlord""]",[],1,COVERED
villain,isekai,military,[],"[""cv3_villain_014""]",1,COVERED
villain,isekai,mystery,[],"[""cv3_villain_028""]",1,COVERED
villain,isekai,mythology,[],"[""cv3_villain_029"", ""cv3_villain_030""]",2,COVERED
villain,isekai,nordic,[],"[""cv3_villain_028""]",1,COVERED
villain,isekai,pirate,[],"[""cv3_villain_031""]",1,COVERED
villain,isekai,romance,[],"[""cv3_villain_029""]",1,COVERED
villain,isekai,samurai,[],"[""cv3_villain_030""]",1,COVERED
villain,isekai,shinobi,[],"[""cv3_villain_032""]",1,COVERED
villain,isekai,slice,[],"[""cv3_villain_027""]",1,COVERED
villain,isekai,space,[],"[""cv3_villain_031""]",1,COVERED
villain,isekai,sports,[],"[""cv3_villain_032""]",1,COVERED
villain,isekai,supernatural,[],"[""cv3_villain_024""]",1,COVERED
villain,isekai,survival,"[""v_titanus""]",[],1,COVERED
villain,magical,martial,[],"[""cv3_villain_033""]",1,COVERED
villain,magical,mecha,[],"[""cv3_villain_021""]",1,COVERED
villain,magical,military,"[""v_warden""]",[],1,COVERED
villain,magical,mystery,"[""v_mirage""]",[],1,COVERED
villain,magical,mythology,[],"[""cv3_villain_025""]",1,COVERED
villain,magical,nordic,"[""v_amethyst""]",[],1,COVERED
villain,magical,pirate,[],"[""cv3_villain_034"", ""cv3_villain_035""]",2,COVERED
villain,magical,romance,[],"[""cv3_villain_034""]",1,COVERED
villain,magical,samurai,[],"[""cv3_villain_033""]",1,COVERED
villain,magical,shinobi,[],"[""cv3_villain_035""]",1,COVERED
villain,magical,slice,[],"[""cv3_villain_002""]",1,COVERED
villain,magical,space,[],"[""cv3_villain_036""]",1,COVERED
villain,magical,sports,"[""v_hex""]",[],1,COVERED
villain,magical,supernatural,[],"[""cv3_villain_036""]",1,COVERED
villain,magical,survival,"[""v_warden""]",[],1,COVERED
villain,martial,mecha,[],"[""cv3_villain_037""]",1,COVERED
villain,martial,military,"[""sen""]",[],1,COVERED
villain,martial,mystery,"[""v_onikage"", ""v_inquisitor"", ""aya""]",[],3,COVERED
villain,martial,mythology,[],"[""cv3_villain_037""]",1,COVERED
villain,martial,nordic,[],"[""cv3_villain_038""]",1,COVERED
villain,martial,pirate,"[""v_inquisitor""]",[],1,COVERED
villain,martial,romance,"[""sen"", ""v_falsetto"", ""aya""]",[],3,COVERED
villain,martial,samurai,[],"[""cv3_villain_033"", ""cv3_villain_052""]",2,COVERED
villain,martial,shinobi,[],"[""cv3_villain_003"", ""cv3_villain_052""]",2,COVERED
villain,martial,slice,[],"[""cv3_villain_027""]",1,COVERED
villain,martial,space,[],"[""cv3_villain_015""]",1,COVERED
villain,martial,sports,"[""v_carnage"", ""v_reaper""]",[],2,COVERED
villain,martial,supernatural,"[""v_onikage""]",[],1,COVERED
villain,martial,survival,[],"[""cv3_villain_038""]",1,COVERED
villain,mecha,military,"[""v_kurogane""]",[],1,COVERED
villain,mecha,mystery,[],"[""cv3_villain_039""]",1,COVERED
villain,mecha,mythology,[],"[""cv3_villain_037""]",1,COVERED
villain,mecha,nordic,[],"[""cv3_villain_039""]",1,COVERED
villain,mecha,pirate,[],"[""cv3_villain_040""]",1,COVERED
villain,mecha,romance,"[""v_volt"", ""v_obsidian""]","[""cv3_villain_041""]",3,COVERED
villain,mecha,samurai,[],"[""cv3_villain_040""]",1,COVERED
villain,mecha,shinobi,[],"[""cv3_villain_041""]",1,COVERED
villain,mecha,slice,"[""v_kurogane"", ""v_glitch""]",[],2,COVERED
villain,mecha,space,"[""v_volt""]",[],1,COVERED
villain,mecha,sports,"[""v_bioform""]",[],1,COVERED
villain,mecha,supernatural,[],"[""cv3_villain_042""]",1,COVERED
villain,mecha,survival,[],"[""cv3_villain_042""]",1,COVERED
villain,military,mystery,[],"[""cv3_villain_018""]",1,COVERED
villain,military,mythology,[],"[""cv3_villain_043""]",1,COVERED
villain,military,nordic,"[""v_gravemark""]",[],1,COVERED
villain,military,pirate,"[""v_dread""]",[],1,COVERED
villain,military,romance,"[""sen""]",[],1,COVERED
villain,military,samurai,[],"[""cv3_villain_044""]",1,COVERED
villain,military,shinobi,[],"[""cv3_villain_045""]",1,COVERED
villain,military,slice,"[""v_kurogane"", ""v_puppeteer"", ""v_dread""]",[],3,COVERED
villain,military,space,[],"[""cv3_villain_043""]",1,COVERED
villain,military,sports,[],"[""cv3_villain_044""]",1,COVERED
villain,military,supernatural,[],"[""cv3_villain_045""]",1,COVERED
villain,military,survival,"[""v_warden""]",[],1,COVERED
villain,mystery,mythology,"[""v_sinister""]",[],1,COVERED
villain,mystery,nordic,[],"[""cv3_villain_028"", ""cv3_villain_039""]",2,COVERED
villain,mystery,pirate,"[""v_inquisitor""]",[],1,COVERED
villain,mystery,romance,"[""v_nightshade"", ""aya""]",[],2,COVERED
villain,mystery,samurai,[],"[""cv3_villain_046""]",1,COVERED
villain,mystery,shinobi,[],"[""cv3_villain_046""]",1,COVERED
villain,mystery,slice,"[""v_nocturne"", ""v_sinister""]",[],2,COVERED
villain,mystery,space,"[""v_paradox""]",[],1,COVERED
villain,mystery,sports,[],"[""cv3_villain_004"", ""cv3_villain_009""]",2,COVERED
villain,mystery,supernatural,"[""v_onikage"", ""v_nocturne""]",[],2,COVERED
villain,mystery,survival,"[""v_nightshade""]",[],1,COVERED
villain,mythology,nordic,[],"[""cv3_villain_047""]",1,COVERED
villain,mythology,pirate,"[""v_baron""]",[],1,COVERED
villain,mythology,romance,[],"[""cv3_villain_029""]",1,COVERED
villain,mythology,samurai,[],"[""cv3_villain_030""]",1,COVERED
villain,mythology,shinobi,[],"[""cv3_villain_047""]",1,COVERED
villain,mythology,slice,"[""v_sinister""]",[],1,COVERED
villain,mythology,space,[],"[""cv3_villain_043""]",1,COVERED
villain,mythology,sports,"[""v_baron""]",[],1,COVERED
villain,mythology,supernatural,[],"[""cv3_villain_005""]",1,COVERED
villain,mythology,survival,"[""v_blackout""]",[],1,COVERED
villain,nordic,pirate,"[""v_scuttle""]",[],1,COVERED
villain,nordic,romance,"[""v_kairos""]",[],1,COVERED
villain,nordic,samurai,[],"[""cv3_villain_048""]",1,COVERED
villain,nordic,shinobi,[],"[""cv3_villain_047""]",1,COVERED
villain,nordic,slice,[],"[""cv3_villain_049""]",1,COVERED
villain,nordic,space,[],"[""cv3_villain_022""]",1,COVERED
villain,nordic,sports,[],"[""cv3_villain_049""]",1,COVERED
villain,nordic,supernatural,[],"[""cv3_villain_048""]",1,COVERED
villain,nordic,survival,[],"[""cv3_villain_038""]",1,COVERED
villain,pirate,romance,[],"[""cv3_villain_034""]",1,COVERED
villain,pirate,samurai,[],"[""cv3_villain_040""]",1,COVERED
villain,pirate,shinobi,[],"[""cv3_villain_035""]",1,COVERED
villain,pirate,slice,"[""v_dread""]",[],1,COVERED
villain,pirate,space,[],"[""cv3_villain_031""]",1,COVERED
villain,pirate,sports,"[""v_baron"", ""v_tempest""]",[],2,COVERED
villain,pirate,supernatural,"[""v_tempest""]",[],1,COVERED
villain,pirate,survival,[],"[""cv3_villain_019""]",1,COVERED
villain,romance,samurai,[],"[""cv3_villain_020""]",1,COVERED
villain,romance,shinobi,[],"[""cv3_villain_041""]",1,COVERED
villain,romance,slice,"[""v_venom""]",[],1,COVERED
villain,romance,space,"[""v_volt"", ""v_zero"", ""v_lovelace""]",[],3,COVERED
villain,romance,sports,"[""v_frostbite""]",[],1,COVERED
villain,romance,supernatural,"[""v_hollow""]",[],1,COVERED
villain,romance,survival,"[""v_nightshade"", ""v_venom"", ""v_rosethorn""]",[],3,COVERED
villain,samurai,shinobi,[],"[""cv3_villain_046"", ""cv3_villain_052""]",2,COVERED
villain,samurai,slice,[],"[""cv3_villain_010""]",1,COVERED
villain,samurai,space,[],"[""cv3_villain_026""]",1,COVERED
villain,samurai,sports,[],"[""cv3_villain_044""]",1,COVERED
villain,samurai,supernatural,[],"[""cv3_villain_048""]",1,COVERED
villain,samurai,survival,[],"[""cv3_villain_023""]",1,COVERED
villain,shinobi,slice,[],"[""cv3_villain_050""]",1,COVERED
villain,shinobi,space,[],"[""cv3_villain_050""]",1,COVERED
villain,shinobi,sports,[],"[""cv3_villain_032""]",1,COVERED
villain,shinobi,supernatural,[],"[""cv3_villain_045""]",1,COVERED
villain,shinobi,survival,[],"[""cv3_villain_011""]",1,COVERED
villain,slice,space,[],"[""cv3_villain_050""]",1,COVERED
villain,slice,sports,[],"[""cv3_villain_049""]",1,COVERED
villain,slice,supernatural,"[""v_nocturne""]",[],1,COVERED
villain,slice,survival,"[""v_venom""]",[],1,COVERED
villain,space,sports,[],"[""cv3_villain_051""]",1,COVERED
villain,space,supernatural,[],"[""cv3_villain_036""]",1,COVERED
villain,space,survival,[],"[""cv3_villain_051""]",1,COVERED
villain,sports,supernatural,"[""v_tempest""]",[],1,COVERED
villain,sports,survival,[],"[""cv3_villain_051""]",1,COVERED
villain,supernatural,survival,[],"[""cv3_villain_042""]",1,COVERED
