id,name,generation,role,anime_type,visible_genre_1,visible_genre_2,hidden_affinity,runtime_portrait_path,source_portrait_path,source_manifest_row,source_manifest_sequence,expected_source_filename,expected_runtime_filename,actual_runtime_filename,sha256,source_sha256,perceptual_hash,width,height,source_file_exists,runtime_file_exists,filename_id_mapping_matches,runtime_references_intended_source,metadata_matches_authoritative,portrait_appears_elsewhere,suspected_visual_duplicate_ids
vg_sidekick_shonen_martial,Soren Hale,V5 Vampire/Grimdark,secondary,shonen,grimdark,martial,vampire,cast/v5/vg_sidekick_shonen_martial.png,vg_sidekick_shonen_martial.png,vampire-grimdark-pack.mjs legacy partner martial,,vg_sidekick_shonen_martial.png,vg_sidekick_shonen_martial.png,vg_sidekick_shonen_martial.png,e1c74e9efe5664b7bbfcab4cc4ad5d46a3622291faf0b38eff13cbae138c90e1,e1c74e9efe5664b7bbfcab4cc4ad5d46a3622291faf0b38eff13cbae138c90e1,35b1d4a4b31c9599,342,433,True,True,True,True,True,False,
vg_sidekick_shonen_mythology,Talia Duval,V5 Vampire/Grimdark,secondary,shonen,grimdark,mythology,vampire,cast/v5/vg_sidekick_shonen_mythology.png,vg_sidekick_shonen_mythology.png,vampire-grimdark-pack.mjs legacy partner mythology,,vg_sidekick_shonen_mythology.png,vg_sidekick_shonen_mythology.png,vg_sidekick_shonen_mythology.png,7cf1d0d3ea9e544cd1a51bdfaf2f9c7b7c625e556972dc5b6cb43245741077c9,7cf1d0d3ea9e544cd1a51bdfaf2f9c7b7c625e556972dc5b6cb43245741077c9,234378677e7184e2,343,431,True,True,True,True,True,False,
vg_sidekick_shonen_nordic,Uri Choi,V5 Vampire/Grimdark,secondary,shonen,grimdark,nordic,vampire,cast/v5/vg_sidekick_shonen_nordic.png,vg_sidekick_shonen_nordic.png,vampire-grimdark-pack.mjs legacy partner nordic,,vg_sidekick_shonen_nordic.png,vg_sidekick_shonen_nordic.png,vg_sidekick_shonen_nordic.png,3653f0b610487647d88a9ff55c6a6d7b18bed5d656a15e20bd7a51745d9df5a2,3653f0b610487647d88a9ff55c6a6d7b18bed5d656a15e20bd7a51745d9df5a2,3adac8e5e5e18189,385,386,True,True,True,True,True,False,
vg_sidekick_shonen_samurai,Veda Ramos,V5 Vampire/Grimdark,secondary,shonen,grimdark,samurai,vampire,cast/v5/vg_sidekick_shonen_samurai.png,vg_sidekick_shonen_samurai.png,vampire-grimdark-pack.mjs legacy partner samurai,,vg_sidekick_shonen_samurai.png,vg_sidekick_shonen_samurai.png,vg_sidekick_shonen_samurai.png,dd5ea066fa50cf20e95d5ea2b9e89c63dd027fde934f77549ea3b16023a0d1d1,dd5ea066fa50cf20e95d5ea2b9e89c63dd027fde934f77549ea3b16023a0d1d1,34d071e606ab4fac,343,433,True,True,True,True,True,False,
vg_sidekick_shonen_shinobi,Wren Dahl,V5 Vampire/Grimdark,secondary,shonen,grimdark,shinobi,vampire,cast/v5/vg_sidekick_shonen_shinobi.png,vg_sidekick_shonen_shinobi.png,vampire-grimdark-pack.mjs legacy partner shinobi,,vg_sidekick_shonen_shinobi.png,vg_sidekick_shonen_shinobi.png,vg_sidekick_shonen_shinobi.png,fa9b653cd90645c902ead7bb2c3ac80a6af030c174415de1717381850e532e95,fa9b653cd90645c902ead7bb2c3ac80a6af030c174415de1717381850e532e95,3999199293bab662,385,385,True,True,True,True,True,False,
vg_sidekick_shojo_mecha,Aster Mercer,V5 Vampire/Grimdark,secondary,shojo,vampire,mecha,grimdark,cast/v5/vg_sidekick_shojo_mecha.png,vg_sidekick_shojo_mecha.png,vampire-grimdark-pack.mjs legacy partner mecha,,vg_sidekick_shojo_mecha.png,vg_sidekick_shojo_mecha.png,vg_sidekick_shojo_mecha.png,45a956034038642648b7e63ee8846d8041574082a548b0df67f6490ae25fe540,45a956034038642648b7e63ee8846d8041574082a548b0df67f6490ae25fe540,0a925955658bf6d1,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_isekai,Bastien Amani,V5 Vampire/Grimdark,secondary,shojo,vampire,isekai,grimdark,cast/v5/vg_sidekick_shojo_isekai.png,vg_sidekick_shojo_isekai.png,vampire-grimdark-pack.mjs legacy partner isekai,,vg_sidekick_shojo_isekai.png,vg_sidekick_shojo_isekai.png,vg_sidekick_shojo_isekai.png,dc273317c209a6cf0b983900ac2dd8ca1c85000d8355ae89f0b33aebaac890d0,dc273317c209a6cf0b983900ac2dd8ca1c85000d8355ae89f0b33aebaac890d0,2d9573d1478417ca,382,383,True,True,True,True,True,False,
vg_sidekick_shojo_slice,Cassian Jensen,V5 Vampire/Grimdark,secondary,shojo,vampire,slice,grimdark,cast/v5/vg_sidekick_shojo_slice.png,vg_sidekick_shojo_slice.png,vampire-grimdark-pack.mjs legacy partner slice,,vg_sidekick_shojo_slice.png,vg_sidekick_shojo_slice.png,vg_sidekick_shojo_slice.png,de8b9b27ec7b053d4ed4cfaa9038eb2080214ae76ba6bae77f9d30888d433046,de8b9b27ec7b053d4ed4cfaa9038eb2080214ae76ba6bae77f9d30888d433046,12d96cc36164c79e,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_horror,Darya Nguyen,V5 Vampire/Grimdark,secondary,shojo,vampire,horror,grimdark,cast/v5/vg_sidekick_shojo_horror.png,vg_sidekick_shojo_horror.png,vampire-grimdark-pack.mjs legacy partner horror,,vg_sidekick_shojo_horror.png,vg_sidekick_shojo_horror.png,vg_sidekick_shojo_horror.png,abdced5cb600dfbf7d5ad5442be9d10706e7be89cb83317b76d7ad8025e34c1b,abdced5cb600dfbf7d5ad5442be9d10706e7be89cb83317b76d7ad8025e34c1b,2d1a01e473877a7a,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_romance,Eiran Hassan,V5 Vampire/Grimdark,secondary,shojo,vampire,romance,grimdark,cast/v5/vg_sidekick_shojo_romance.png,vg_sidekick_shojo_romance.png,vampire-grimdark-pack.mjs legacy partner romance,,vg_sidekick_shojo_romance.png,vg_sidekick_shojo_romance.png,vg_sidekick_shojo_romance.png,bae49c4bf8b77ea7d86b9be7d9bbc16fe8477cdfea9acb9a73dbc959c53013e6,bae49c4bf8b77ea7d86b9be7d9bbc16fe8477cdfea9acb9a73dbc959c53013e6,0ab87a66b1b1466e,342,432,True,True,True,True,True,False,
vg_sidekick_shojo_sports,Farah Nowak,V5 Vampire/Grimdark,secondary,shojo,vampire,sports,grimdark,cast/v5/vg_sidekick_shojo_sports.png,vg_sidekick_shojo_sports.png,vampire-grimdark-pack.mjs legacy partner sports,,vg_sidekick_shojo_sports.png,vg_sidekick_shojo_sports.png,vg_sidekick_shojo_sports.png,458146f2ca038ebea0034c139141b094e0ec460e6c8bd19cd9cb397d9b355a07,458146f2ca038ebea0034c139141b094e0ec460e6c8bd19cd9cb397d9b355a07,20fc2fabf42e0949,340,431,True,True,True,True,True,False,
vg_sidekick_shojo_cyber,Galen Berg,V5 Vampire/Grimdark,secondary,shojo,vampire,cyber,grimdark,cast/v5/vg_sidekick_shojo_cyber.png,vg_sidekick_shojo_cyber.png,vampire-grimdark-pack.mjs legacy partner cyber,,vg_sidekick_shojo_cyber.png,vg_sidekick_shojo_cyber.png,vg_sidekick_shojo_cyber.png,acb59421735d3009fe1a77edba18b400e0cc6649316d3d29ef1ee53792cc188d,acb59421735d3009fe1a77edba18b400e0cc6649316d3d29ef1ee53792cc188d,3cbd467886304f99,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_fantasy,Hanae Mendoza,V5 Vampire/Grimdark,secondary,shojo,vampire,fantasy,grimdark,cast/v5/vg_sidekick_shojo_fantasy.png,vg_sidekick_shojo_fantasy.png,vampire-grimdark-pack.mjs legacy partner fantasy,,vg_sidekick_shojo_fantasy.png,vg_sidekick_shojo_fantasy.png,vg_sidekick_shojo_fantasy.png,32dd9469545c06e44cc94ed847c5a403de5212b21bbaa18319eaae55ee42682f,32dd9469545c06e44cc94ed847c5a403de5212b21bbaa18319eaae55ee42682f,78d58e30a51794f2,340,431,True,True,True,True,True,False,
vg_sidekick_shojo_idol,Ilyas Arslan,V5 Vampire/Grimdark,secondary,shojo,vampire,idol,grimdark,cast/v5/vg_sidekick_shojo_idol.png,vg_sidekick_shojo_idol.png,vampire-grimdark-pack.mjs legacy partner idol,,vg_sidekick_shojo_idol.png,vg_sidekick_shojo_idol.png,vg_sidekick_shojo_idol.png,23c87f522c2c731d2e89df301057ccdd33f25a9b8c904ddff729bf01dfaaa9dc,23c87f522c2c731d2e89df301057ccdd33f25a9b8c904ddff729bf01dfaaa9dc,32ca503d37666b4a,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_mystery,Juno Njeri,V5 Vampire/Grimdark,secondary,shojo,vampire,mystery,grimdark,cast/v5/vg_sidekick_shojo_mystery.png,vg_sidekick_shojo_mystery.png,vampire-grimdark-pack.mjs legacy partner mystery,,vg_sidekick_shojo_mystery.png,vg_sidekick_shojo_mystery.png,vg_sidekick_shojo_mystery.png,1f2cc6e95bb4067cdfb2a297dda78d7aff746a493eb865a312d8052c9abce888,1f2cc6e95bb4067cdfb2a297dda78d7aff746a493eb865a312d8052c9abce888,68be7f6b23110c0e,342,431,True,True,True,True,True,False,
vg_sidekick_shojo_comedy,Kestrel Castillo,V5 Vampire/Grimdark,secondary,shojo,vampire,comedy,grimdark,cast/v5/vg_sidekick_shojo_comedy.png,vg_sidekick_shojo_comedy.png,vampire-grimdark-pack.mjs legacy partner comedy,,vg_sidekick_shojo_comedy.png,vg_sidekick_shojo_comedy.png,vg_sidekick_shojo_comedy.png,eaa630bc74dd04526285cf8e3952220fcb9ef507ebcea6769bd4f8ca6dd0ff5d,eaa630bc74dd04526285cf8e3952220fcb9ef507ebcea6769bd4f8ca6dd0ff5d,1eb474ae72b3a188,342,432,True,True,True,True,True,False,
vg_sidekick_shojo_cooking,Leona Bae,V5 Vampire/Grimdark,secondary,shojo,vampire,cooking,grimdark,cast/v5/vg_sidekick_shojo_cooking.png,vg_sidekick_shojo_cooking.png,vampire-grimdark-pack.mjs legacy partner cooking,,vg_sidekick_shojo_cooking.png,vg_sidekick_shojo_cooking.png,vg_sidekick_shojo_cooking.png,387b09b949ba28a4b39fbcfba3acd1dbad42a5a365a4c2c89129830a7e15155e,387b09b949ba28a4b39fbcfba3acd1dbad42a5a365a4c2c89129830a7e15155e,1aa33c2b5f06d4cc,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_military,Marek Ferreira,V5 Vampire/Grimdark,secondary,shojo,vampire,military,grimdark,cast/v5/vg_sidekick_shojo_military.png,vg_sidekick_shojo_military.png,vampire-grimdark-pack.mjs legacy partner military,,vg_sidekick_shojo_military.png,vg_sidekick_shojo_military.png,vg_sidekick_shojo_military.png,00cd185c856ac5a4e58e65b4b7572675f995f8107e55d9d0a0798aa231eae3a0,00cd185c856ac5a4e58e65b4b7572675f995f8107e55d9d0a0798aa231eae3a0,21879fb3a7341a86,344,431,True,True,True,True,True,False,
vg_sidekick_shojo_supernatural,Nadia Kozlov,V5 Vampire/Grimdark,secondary,shojo,vampire,supernatural,grimdark,cast/v5/vg_sidekick_shojo_supernatural.png,vg_sidekick_shojo_supernatural.png,vampire-grimdark-pack.mjs legacy partner supernatural,,vg_sidekick_shojo_supernatural.png,vg_sidekick_shojo_supernatural.png,vg_sidekick_shojo_supernatural.png,bd7b414ac697e477b92fc5e30748b0219f349374031e12f4b29984c0ae013e1e,bd7b414ac697e477b92fc5e30748b0219f349374031e12f4b29984c0ae013e1e,0f947433522e655e,341,431,True,True,True,True,True,False,
vg_sidekick_shojo_space,Orin Hart,V5 Vampire/Grimdark,secondary,shojo,vampire,space,grimdark,cast/v5/vg_sidekick_shojo_space.png,vg_sidekick_shojo_space.png,vampire-grimdark-pack.mjs legacy partner space,,vg_sidekick_shojo_space.png,vg_sidekick_shojo_space.png,vg_sidekick_shojo_space.png,21b877207ec5f4018a96b740733e8343f808b3d55ffc0b9a781bd5925074756b,21b877207ec5f4018a96b740733e8343f808b3d55ffc0b9a781bd5925074756b,1a9ab9262635396d,344,431,True,True,True,True,True,False,
vg_sidekick_shojo_magical,Priya Lavigne,V5 Vampire/Grimdark,secondary,shojo,vampire,magical,grimdark,cast/v5/vg_sidekick_shojo_magical.png,vg_sidekick_shojo_magical.png,vampire-grimdark-pack.mjs legacy partner magical,,vg_sidekick_shojo_magical.png,vg_sidekick_shojo_magical.png,vg_sidekick_shojo_magical.png,352b46836f85c163ed3f0794d10e2a9f31cd0b61ff4767cb2be6ed92b607a982,352b46836f85c163ed3f0794d10e2a9f31cd0b61ff4767cb2be6ed92b607a982,6907476a86473b99,343,431,True,True,True,True,True,False,
vg_sidekick_shojo_survival,Quill Cho,V5 Vampire/Grimdark,secondary,shojo,vampire,survival,grimdark,cast/v5/vg_sidekick_shojo_survival.png,vg_sidekick_shojo_survival.png,vampire-grimdark-pack.mjs legacy partner survival,,vg_sidekick_shojo_survival.png,vg_sidekick_shojo_survival.png,vg_sidekick_shojo_survival.png,37d778e3593b0efd153efb45a0d702eaaa8ef50ad3476188dd490c0f90655735,37d778e3593b0efd153efb45a0d702eaaa8ef50ad3476188dd490c0f90655735,1db5a99b25c94a43,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_pirate,Rhea Vega,V5 Vampire/Grimdark,secondary,shojo,vampire,pirate,grimdark,cast/v5/vg_sidekick_shojo_pirate.png,vg_sidekick_shojo_pirate.png,vampire-grimdark-pack.mjs legacy partner pirate,,vg_sidekick_shojo_pirate.png,vg_sidekick_shojo_pirate.png,vg_sidekick_shojo_pirate.png,7d97c067af5c4e22bad3b3c0f22e0b2d55c4cfb2e576087c5d6dbe4ba341fbb7,7d97c067af5c4e22bad3b3c0f22e0b2d55c4cfb2e576087c5d6dbe4ba341fbb7,35b564b7918980be,341,431,True,True,True,True,True,False,
vg_sidekick_shojo_martial,Soren Dlamini,V5 Vampire/Grimdark,secondary,shojo,vampire,martial,grimdark,cast/v5/vg_sidekick_shojo_martial.png,vg_sidekick_shojo_martial.png,vampire-grimdark-pack.mjs legacy partner martial,,vg_sidekick_shojo_martial.png,vg_sidekick_shojo_martial.png,vg_sidekick_shojo_martial.png,27c571dbf9fd437e7f3d27affc388862833c239b9cef03c807a992923321475d,27c571dbf9fd437e7f3d27affc388862833c239b9cef03c807a992923321475d,269ee3258537580f,343,432,True,True,True,True,True,False,
vg_sidekick_shojo_mythology,Talia Serrat,V5 Vampire/Grimdark,secondary,shojo,vampire,mythology,grimdark,cast/v5/vg_sidekick_shojo_mythology.png,vg_sidekick_shojo_mythology.png,vampire-grimdark-pack.mjs legacy partner mythology,,vg_sidekick_shojo_mythology.png,vg_sidekick_shojo_mythology.png,vg_sidekick_shojo_mythology.png,a238449b574340869eb519f215807eb825eebd1513087431b3c3a5378fc65093,a238449b574340869eb519f215807eb825eebd1513087431b3c3a5378fc65093,64b258c533da8e1d,342,431,True,True,True,True,True,False,
vg_sidekick_shojo_nordic,Uri Kade,V5 Vampire/Grimdark,secondary,shojo,vampire,nordic,grimdark,cast/v5/vg_sidekick_shojo_nordic.png,vg_sidekick_shojo_nordic.png,vampire-grimdark-pack.mjs legacy partner nordic,,vg_sidekick_shojo_nordic.png,vg_sidekick_shojo_nordic.png,vg_sidekick_shojo_nordic.png,6e473b668725d3fd26ceb32a40639b6231b79c783674924a786050fa50b1ae26,6e473b668725d3fd26ceb32a40639b6231b79c783674924a786050fa50b1ae26,2e937aa155064b8f,383,383,True,True,True,True,True,False,
vg_sidekick_shojo_samurai,Veda Morrow,V5 Vampire/Grimdark,secondary,shojo,vampire,samurai,grimdark,cast/v5/vg_sidekick_shojo_samurai.png,vg_sidekick_shojo_samurai.png,vampire-grimdark-pack.mjs legacy partner samurai,,vg_sidekick_shojo_samurai.png,vg_sidekick_shojo_samurai.png,vg_sidekick_shojo_samurai.png,a16c4ab63f4eb57622e47d39c35bec5a97ab966a1ccb551840b9f5fcab9e228b,a16c4ab63f4eb57622e47d39c35bec5a97ab966a1ccb551840b9f5fcab9e228b,2f0d3c25972c54ba,343,431,True,True,True,True,True,False,
vg_sidekick_shojo_shinobi,Wren Vale,V5 Vampire/Grimdark,secondary,shojo,vampire,shinobi,grimdark,cast/v5/vg_sidekick_shojo_shinobi.png,vg_sidekick_shojo_shinobi.png,vampire-grimdark-pack.mjs legacy partner shinobi,,vg_sidekick_shojo_shinobi.png,vg_sidekick_shojo_shinobi.png,vg_sidekick_shojo_shinobi.png,1a3cb530cc6acc5c991bf7b1cafb677e22e41165d5ac2273c8f3f7df90efb9d9,1a3cb530cc6acc5c991bf7b1cafb677e22e41165d5ac2273c8f3f7df90efb9d9,33d294d3e4884f3c,382,383,True,True,True,True,True,False,
vg_mascot_shonen_mecha,Noxfang,V5 Vampire/Grimdark,pet,shonen,grimdark,mecha,vampire,cast/v5/vg_mascot_shonen_mecha.png,vg_mascot_shonen_mecha.png,vampire-grimdark-pack.mjs legacy partner mecha,,vg_mascot_shonen_mecha.png,vg_mascot_shonen_mecha.png,vg_mascot_shonen_mecha.png,b4b2f1e03984653d8efad7dd5b9a0542239ab6aaf6998cbc215e24d1f1bb8495,b4b2f1e03984653d8efad7dd5b9a0542239ab6aaf6998cbc215e24d1f1bb8495,3a9849c8949765bd,385,385,True,True,True,True,True,False,
vg_mascot_shonen_isekai,Morrowfang,V5 Vampire/Grimdark,pet,shonen,grimdark,isekai,vampire,cast/v5/vg_mascot_shonen_isekai.png,vg_mascot_shonen_isekai.png,vampire-grimdark-pack.mjs legacy partner isekai,,vg_mascot_shonen_isekai.png,vg_mascot_shonen_isekai.png,vg_mascot_shonen_isekai.png,6c930b7bf1c49fe115e72e1cf9381fbe95f645f42674722f004a8fc319dbc9be,6c930b7bf1c49fe115e72e1cf9381fbe95f645f42674722f004a8fc319dbc9be,35cb6db4302ee1c4,340,430,True,True,True,True,True,False,
vg_mascot_shonen_slice,Cinderfang,V5 Vampire/Grimdark,pet,shonen,grimdark,slice,vampire,cast/v5/vg_mascot_shonen_slice.png,vg_mascot_shonen_slice.png,vampire-grimdark-pack.mjs legacy partner slice,,vg_mascot_shonen_slice.png,vg_mascot_shonen_slice.png,vg_mascot_shonen_slice.png,5eaef6ecd3e24630a281715368271a6d578f511b4e9d516a08af29a694592a2b,5eaef6ecd3e24630a281715368271a6d578f511b4e9d516a08af29a694592a2b,09b3b8a7a7d814ca,380,382,True,True,True,True,True,False,
vg_mascot_shonen_horror,Velvetfang,V5 Vampire/Grimdark,pet,shonen,grimdark,horror,vampire,cast/v5/vg_mascot_shonen_horror.png,vg_mascot_shonen_horror.png,vampire-grimdark-pack.mjs legacy partner horror,,vg_mascot_shonen_horror.png,vg_mascot_shonen_horror.png,vg_mascot_shonen_horror.png,ea9e937e555af2bdefc7548795b1a3e55e7623c5a40d323a7b88fec47099fcee,ea9e937e555af2bdefc7548795b1a3e55e7623c5a40d323a7b88fec47099fcee,591926667f4a1656,383,385,True,True,True,True,True,False,
vg_mascot_shonen_romance,Gloomfang,V5 Vampire/Grimdark,pet,shonen,grimdark,romance,vampire,cast/v5/vg_mascot_shonen_romance.png,vg_mascot_shonen_romance.png,vampire-grimdark-pack.mjs legacy partner romance,,vg_mascot_shonen_romance.png,vg_mascot_shonen_romance.png,vg_mascot_shonen_romance.png,fe55c27dcec873796a95dfebdcc51e589c0d7ce3d268c986098769f77d4db792,fe55c27dcec873796a95dfebdcc51e589c0d7ce3d268c986098769f77d4db792,510a0a7f660bdb35,339,430,True,True,True,True,True,False,
vg_mascot_shonen_sports,Pipfang,V5 Vampire/Grimdark,pet,shonen,grimdark,sports,vampire,cast/v5/vg_mascot_shonen_sports.png,vg_mascot_shonen_sports.png,vampire-grimdark-pack.mjs legacy partner sports,,vg_mascot_shonen_sports.png,vg_mascot_shonen_sports.png,vg_mascot_shonen_sports.png,9cf302e0c9b04cc3bab3e99694c9200b4b38d4f1e81ca8b3bbe559444dd49d2b,9cf302e0c9b04cc3bab3e99694c9200b4b38d4f1e81ca8b3bbe559444dd49d2b,33c4e4c3acc29b9c,390,385,True,True,True,True,True,False,
vg_mascot_shonen_cyber,Runefang,V5 Vampire/Grimdark,pet,shonen,grimdark,cyber,vampire,cast/v5/vg_mascot_shonen_cyber.png,vg_mascot_shonen_cyber.png,vampire-grimdark-pack.mjs legacy partner cyber,,vg_mascot_shonen_cyber.png,vg_mascot_shonen_cyber.png,vg_mascot_shonen_cyber.png,67d5636fb0f8795eeac43e3ba462c6853d2034022a09a90cb82a9e61eb202e1b,67d5636fb0f8795eeac43e3ba462c6853d2034022a09a90cb82a9e61eb202e1b,3cd848f8da593534,340,430,True,True,True,True,True,False,
vg_mascot_shonen_fantasy,Orbitfang,V5 Vampire/Grimdark,pet,shonen,grimdark,fantasy,vampire,cast/v5/vg_mascot_shonen_fantasy.png,vg_mascot_shonen_fantasy.png,vampire-grimdark-pack.mjs legacy partner fantasy,,vg_mascot_shonen_fantasy.png,vg_mascot_shonen_fantasy.png,vg_mascot_shonen_fantasy.png,be3ee163fcd13fdfd77e02f1cecfffebfdf000759b8c9135a0d0a118739ae84d,be3ee163fcd13fdfd77e02f1cecfffebfdf000759b8c9135a0d0a118739ae84d,16b4d9cc2cf29269,382,385,True,True,True,True,True,False,
vg_mascot_shonen_idol,Misofang,V5 Vampire/Grimdark,pet,shonen,grimdark,idol,vampire,cast/v5/vg_mascot_shonen_idol.png,vg_mascot_shonen_idol.png,vampire-grimdark-pack.mjs legacy partner idol,,vg_mascot_shonen_idol.png,vg_mascot_shonen_idol.png,vg_mascot_shonen_idol.png,3bfd49874ae5fd322e74f2f5eb6f0ba7af86925c70369747ab99cd87507b132b,3bfd49874ae5fd322e74f2f5eb6f0ba7af86925c70369747ab99cd87507b132b,186d52262772559f,380,382,True,True,True,True,True,False,
vg_mascot_shonen_mystery,Fangletfang,V5 Vampire/Grimdark,pet,shonen,grimdark,mystery,vampire,cast/v5/vg_mascot_shonen_mystery.png,vg_mascot_shonen_mystery.png,vampire-grimdark-pack.mjs legacy partner mystery,,vg_mascot_shonen_mystery.png,vg_mascot_shonen_mystery.png,vg_mascot_shonen_mystery.png,619a4d95a9f0bed0a3de1d0c1b489449fbd232cd5cb73667d9eea7e17463f55a,619a4d95a9f0bed0a3de1d0c1b489449fbd232cd5cb73667d9eea7e17463f55a,1b1944654f8b3657,337,431,True,True,True,True,True,False,
vg_mascot_shonen_comedy,Bramblefang,V5 Vampire/Grimdark,pet,shonen,grimdark,comedy,vampire,cast/v5/vg_mascot_shonen_comedy.png,vg_mascot_shonen_comedy.png,vampire-grimdark-pack.mjs legacy partner comedy,,vg_mascot_shonen_comedy.png,vg_mascot_shonen_comedy.png,vg_mascot_shonen_comedy.png,82c10cb0a690257f0a890771621552371b21fcca42b4187ac19e86914fa95ec0,82c10cb0a690257f0a890771621552371b21fcca42b4187ac19e86914fa95ec0,3515a5f4a7969498,390,384,True,True,True,True,True,False,
vg_mascot_shonen_cooking,Hexfang,V5 Vampire/Grimdark,pet,shonen,grimdark,cooking,vampire,cast/v5/vg_mascot_shonen_cooking.png,vg_mascot_shonen_cooking.png,vampire-grimdark-pack.mjs legacy partner cooking,,vg_mascot_shonen_cooking.png,vg_mascot_shonen_cooking.png,vg_mascot_shonen_cooking.png,9e34b5d29283c5b6aa1dbe5d811674648c018dfbd3c73d4967ff1a685803e521,9e34b5d29283c5b6aa1dbe5d811674648c018dfbd3c73d4967ff1a685803e521,36694068b7675b94,341,430,True,True,True,True,True,False,
vg_mascot_shonen_military,Rookletfang,V5 Vampire/Grimdark,pet,shonen,grimdark,military,vampire,cast/v5/vg_mascot_shonen_military.png,vg_mascot_shonen_military.png,vampire-grimdark-pack.mjs legacy partner military,,vg_mascot_shonen_military.png,vg_mascot_shonen_military.png,vg_mascot_shonen_military.png,f7ec98f036248211f07c4226336a48c3f03792178c8a4bca679ccdae41eb74d6,f7ec98f036248211f07c4226336a48c3f03792178c8a4bca679ccdae41eb74d6,3fdb83c262b06871,341,431,True,True,True,True,True,False,
vg_mascot_shonen_supernatural,Emberfang,V5 Vampire/Grimdark,pet,shonen,grimdark,supernatural,vampire,cast/v5/vg_mascot_shonen_supernatural.png,vg_mascot_shonen_supernatural.png,vampire-grimdark-pack.mjs legacy partner supernatural,,vg_mascot_shonen_supernatural.png,vg_mascot_shonen_supernatural.png,vg_mascot_shonen_supernatural.png,40f3354f167cdabdeb2210696df10fb5a820c5eb855ce83f341859eb7e11b694,40f3354f167cdabdeb2210696df10fb5a820c5eb855ce83f341859eb7e11b694,359d91969eb612b0,339,431,True,True,True,True,True,False,
vg_mascot_shonen_space,Mothkinfang,V5 Vampire/Grimdark,pet,shonen,grimdark,space,vampire,cast/v5/vg_mascot_shonen_space.png,vg_mascot_shonen_space.png,vampire-grimdark-pack.mjs legacy partner space,,vg_mascot_shonen_space.png,vg_mascot_shonen_space.png,vg_mascot_shonen_space.png,98bf61a9cef41071181a9ee6fc7f2535158276d80e62515e47da221ac2f0f9ee,98bf61a9cef41071181a9ee6fc7f2535158276d80e62515e47da221ac2f0f9ee,344a4bf052672de9,385,385,True,True,True,True,True,False,
vg_mascot_shonen_magical,Gritfang,V5 Vampire/Grimdark,pet,shonen,grimdark,magical,vampire,cast/v5/vg_mascot_shonen_magical.png,vg_mascot_shonen_magical.png,vampire-grimdark-pack.mjs legacy partner magical,,vg_mascot_shonen_magical.png,vg_mascot_shonen_magical.png,vg_mascot_shonen_magical.png,8a89de5ff0a83e53cb473a43799b31a535a48857dffce7a3352f423baf493f73,8a89de5ff0a83e53cb473a43799b31a535a48857dffce7a3352f423baf493f73,36074bf4822674f3,337,430,True,True,True,True,True,False,
vg_mascot_shonen_survival,Poppetfang,V5 Vampire/Grimdark,pet,shonen,grimdark,survival,vampire,cast/v5/vg_mascot_shonen_survival.png,vg_mascot_shonen_survival.png,vampire-grimdark-pack.mjs legacy partner survival,,vg_mascot_shonen_survival.png,vg_mascot_shonen_survival.png,vg_mascot_shonen_survival.png,95d889ab2551c158b4d6fe71dd86da02caace2d830cea95502c94d27e222695f,95d889ab2551c158b4d6fe71dd86da02caace2d830cea95502c94d27e222695f,1a48013f57d23bdc,382,384,True,True,True,True,True,False,
vg_mascot_shonen_pirate,Vantafang,V5 Vampire/Grimdark,pet,shonen,grimdark,pirate,vampire,cast/v5/vg_mascot_shonen_pirate.png,vg_mascot_shonen_pirate.png,vampire-grimdark-pack.mjs legacy partner pirate,,vg_mascot_shonen_pirate.png,vg_mascot_shonen_pirate.png,vg_mascot_shonen_pirate.png,70c6afb0dd3a46ca3a833246e80d3b7d41419671d9a8c7a5ab43ca3369b5b994,70c6afb0dd3a46ca3a833246e80d3b7d41419671d9a8c7a5ab43ca3369b5b994,21523e6fae65503c,383,384,True,True,True,True,True,False,
vg_mascot_shonen_martial,Kettlefang,V5 Vampire/Grimdark,pet,shonen,grimdark,martial,vampire,cast/v5/vg_mascot_shonen_martial.png,vg_mascot_shonen_martial.png,vampire-grimdark-pack.mjs legacy partner martial,,vg_mascot_shonen_martial.png,vg_mascot_shonen_martial.png,vg_mascot_shonen_martial.png,c71c2a4990ef3c8d7a3e50713fabe003fd2b360cbb947953060285582e936793,c71c2a4990ef3c8d7a3e50713fabe003fd2b360cbb947953060285582e936793,16e3b692228f963a,380,382,True,True,True,True,True,False,
