sequence,batch_code,sheet_code,sheet_position,character_id,filename_png,name,epithet,role,anime_type,visible_genre_1,visible_genre_2,hidden_genre,staging_filename_webp
295,B03,S30,R1C5,g30_pet_shonen_035,g30_pet_shonen_035.png,Tofuwhirl,The Cinder Corsair,pet,shonen,monster_taming,crime,survival,g30_pet_shonen_035.webp
296,B03,S30,R2C1,g30_pet_shonen_036,g30_pet_shonen_036.png,Miriflare,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,survival,g30_pet_shonen_036.webp
297,B03,S30,R2C2,g30_pet_shonen_037,g30_pet_shonen_037.png,Kikisprite,The Cinder Corsair,pet,shonen,monster_taming,crime,pirate,g30_pet_shonen_037.webp
298,B03,S30,R2C3,g30_pet_shonen_038,g30_pet_shonen_038.png,Mokuwisp,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,pirate,g30_pet_shonen_038.webp
299,B03,S30,R2C4,g30_pet_shonen_039,g30_pet_shonen_039.png,Clinkcoil,The Cinder Corsair,pet,shonen,monster_taming,crime,martial,g30_pet_shonen_039.webp
300,B03,S30,R2C5,g30_pet_shonen_040,g30_pet_shonen_040.png,Skiffpuff,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,martial,g30_pet_shonen_040.webp
301,B04,S31,R1C1,g30_pet_shonen_041,g30_pet_shonen_041.png,Misotail,The Cinder Corsair,pet,shonen,monster_taming,crime,mythology,g30_pet_shonen_041.webp
302,B04,S31,R1C2,g30_pet_shonen_042,g30_pet_shonen_042.png,Tikablink,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,mythology,g30_pet_shonen_042.webp
303,B04,S31,R1C3,g30_pet_shonen_043,g30_pet_shonen_043.png,Noritooth,The Cinder Corsair,pet,shonen,monster_taming,crime,nordic,g30_pet_shonen_043.webp
304,B04,S31,R1C4,g30_pet_shonen_044,g30_pet_shonen_044.png,Chaidrift,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,nordic,g30_pet_shonen_044.webp
305,B04,S31,R1C5,g30_pet_shonen_045,g30_pet_shonen_045.png,Tofuwhirl,The Cinder Corsair,pet,shonen,monster_taming,crime,samurai,g30_pet_shonen_045.webp
306,B04,S31,R2C1,g30_pet_shonen_046,g30_pet_shonen_046.png,Miriflare,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,samurai,g30_pet_shonen_046.webp
307,B04,S31,R2C2,g30_pet_shonen_047,g30_pet_shonen_047.png,Kikisprite,The Cinder Corsair,pet,shonen,monster_taming,crime,shinobi,g30_pet_shonen_047.webp
308,B04,S31,R2C3,g30_pet_shonen_048,g30_pet_shonen_048.png,Mokuwisp,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,shinobi,g30_pet_shonen_048.webp
309,B04,S31,R2C4,g30_pet_shonen_049,g30_pet_shonen_049.png,Clinkcoil,The Cinder Corsair,pet,shonen,monster_taming,crime,vampire,g30_pet_shonen_049.webp
310,B04,S31,R2C5,g30_pet_shonen_050,g30_pet_shonen_050.png,Skiffpuff,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,vampire,g30_pet_shonen_050.webp
311,B04,S32,R1C1,g30_pet_shonen_051,g30_pet_shonen_051.png,Misotail,The Cinder Corsair,pet,shonen,monster_taming,crime,grimdark,g30_pet_shonen_051.webp
312,B04,S32,R1C2,g30_pet_shonen_052,g30_pet_shonen_052.png,Tikablink,The Ashen Viper,pet,shonen,kaiju,cosmic_horror,grimdark,g30_pet_shonen_052.webp
313,B04,S32,R1C3,g30_pet_shonen_053,g30_pet_shonen_053.png,Noritooth,The Cinder Corsair,pet,shonen,mecha,isekai,monster_taming,g30_pet_shonen_053.webp
314,B04,S32,R1C4,g30_pet_shonen_054,g30_pet_shonen_054.png,Chaidrift,The Ashen Viper,pet,shonen,slice,horror,arabia,g30_pet_shonen_054.webp
315,B04,S32,R1C5,g30_pet_shonen_055,g30_pet_shonen_055.png,Tofuwhirl,The Cinder Corsair,pet,shonen,romance,sports,arabia,g30_pet_shonen_055.webp
316,B04,S32,R2C1,g30_pet_shonen_056,g30_pet_shonen_056.png,Miriflare,The Ashen Viper,pet,shonen,cyber,fantasy,arabia,g30_pet_shonen_056.webp
317,B04,S32,R2C2,g30_pet_shonen_057,g30_pet_shonen_057.png,Kikisprite,The Cinder Corsair,pet,shonen,idol,mystery,arabia,g30_pet_shonen_057.webp
318,B04,S32,R2C3,g30_pet_shonen_058,g30_pet_shonen_058.png,Mokuwisp,The Ashen Viper,pet,shonen,comedy,cooking,arabia,g30_pet_shonen_058.webp
319,B04,S32,R2C4,g30_pet_shonen_059,g30_pet_shonen_059.png,Clinkcoil,The Cinder Corsair,pet,shonen,military,supernatural,arabia,g30_pet_shonen_059.webp
320,B04,S32,R2C5,g30_pet_shonen_060,g30_pet_shonen_060.png,Skiffpuff,The Ashen Viper,pet,shonen,space,magical,arabia,g30_pet_shonen_060.webp
321,B04,S33,R1C1,g30_pet_shonen_061,g30_pet_shonen_061.png,Misotail,The Cinder Corsair,pet,shonen,survival,pirate,arabia,g30_pet_shonen_061.webp
322,B04,S33,R1C2,g30_pet_shonen_062,g30_pet_shonen_062.png,Tikablink,The Ashen Viper,pet,shonen,martial,mythology,arabia,g30_pet_shonen_062.webp
323,B04,S33,R1C3,g30_pet_shonen_063,g30_pet_shonen_063.png,Noritooth,The Cinder Corsair,pet,shonen,nordic,samurai,arabia,g30_pet_shonen_063.webp
324,B04,S33,R1C4,g30_pet_shonen_064,g30_pet_shonen_064.png,Chaidrift,The Ashen Viper,pet,shonen,shinobi,vampire,arabia,g30_pet_shonen_064.webp
325,B04,S33,R1C5,g30_pet_shonen_065,g30_pet_shonen_065.png,Tofuwhirl,The Cinder Corsair,pet,shonen,monster_taming,arabia,grimdark,g30_pet_shonen_065.webp
326,B04,S33,R2C1,g30_pet_shojo_001,g30_pet_shojo_001.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,kaiju,g30_pet_shojo_001.webp
327,B04,S33,R2C2,g30_pet_shojo_002,g30_pet_shojo_002.png,Noritooth,The Glass Duelist,pet,shojo,monster_taming,cosmic_horror,arabia,g30_pet_shojo_002.webp
328,B04,S33,R2C3,g30_pet_shojo_003,g30_pet_shojo_003.png,Chaidrift,The Dune Hunter,pet,shojo,crime,cosmic_horror,mecha,g30_pet_shojo_003.webp
329,B04,S33,R2C4,g30_pet_shojo_004,g30_pet_shojo_004.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,arabia,mecha,g30_pet_shojo_004.webp
330,B04,S33,R2C5,g30_pet_shojo_005,g30_pet_shojo_005.png,Miriflare,The Dune Hunter,pet,shojo,crime,arabia,isekai,g30_pet_shojo_005.webp
331,B04,S34,R1C1,g30_pet_shojo_006,g30_pet_shojo_006.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,isekai,g30_pet_shojo_006.webp
332,B04,S34,R1C2,g30_pet_shojo_007,g30_pet_shojo_007.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,slice,g30_pet_shojo_007.webp
333,B04,S34,R1C3,g30_pet_shojo_008,g30_pet_shojo_008.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,slice,g30_pet_shojo_008.webp
334,B04,S34,R1C4,g30_pet_shojo_009,g30_pet_shojo_009.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,horror,g30_pet_shojo_009.webp
335,B04,S34,R1C5,g30_pet_shojo_010,g30_pet_shojo_010.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,horror,g30_pet_shojo_010.webp
336,B04,S34,R2C1,g30_pet_shojo_011,g30_pet_shojo_011.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,romance,g30_pet_shojo_011.webp
337,B04,S34,R2C2,g30_pet_shojo_012,g30_pet_shojo_012.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,romance,g30_pet_shojo_012.webp
338,B04,S34,R2C3,g30_pet_shojo_013,g30_pet_shojo_013.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,sports,g30_pet_shojo_013.webp
339,B04,S34,R2C4,g30_pet_shojo_014,g30_pet_shojo_014.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,sports,g30_pet_shojo_014.webp
340,B04,S34,R2C5,g30_pet_shojo_015,g30_pet_shojo_015.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,cyber,g30_pet_shojo_015.webp
341,B04,S35,R1C1,g30_pet_shojo_016,g30_pet_shojo_016.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,cyber,g30_pet_shojo_016.webp
342,B04,S35,R1C2,g30_pet_shojo_017,g30_pet_shojo_017.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,fantasy,g30_pet_shojo_017.webp
343,B04,S35,R1C3,g30_pet_shojo_018,g30_pet_shojo_018.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,fantasy,g30_pet_shojo_018.webp
344,B04,S35,R1C4,g30_pet_shojo_019,g30_pet_shojo_019.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,idol,g30_pet_shojo_019.webp
345,B04,S35,R1C5,g30_pet_shojo_020,g30_pet_shojo_020.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,idol,g30_pet_shojo_020.webp
346,B04,S35,R2C1,g30_pet_shojo_021,g30_pet_shojo_021.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,mystery,g30_pet_shojo_021.webp
347,B04,S35,R2C2,g30_pet_shojo_022,g30_pet_shojo_022.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,mystery,g30_pet_shojo_022.webp
348,B04,S35,R2C3,g30_pet_shojo_023,g30_pet_shojo_023.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,comedy,g30_pet_shojo_023.webp
349,B04,S35,R2C4,g30_pet_shojo_024,g30_pet_shojo_024.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,comedy,g30_pet_shojo_024.webp
350,B04,S35,R2C5,g30_pet_shojo_025,g30_pet_shojo_025.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,cooking,g30_pet_shojo_025.webp
351,B04,S36,R1C1,g30_pet_shojo_026,g30_pet_shojo_026.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,cooking,g30_pet_shojo_026.webp
352,B04,S36,R1C2,g30_pet_shojo_027,g30_pet_shojo_027.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,military,g30_pet_shojo_027.webp
353,B04,S36,R1C3,g30_pet_shojo_028,g30_pet_shojo_028.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,military,g30_pet_shojo_028.webp
354,B04,S36,R1C4,g30_pet_shojo_029,g30_pet_shojo_029.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,supernatural,g30_pet_shojo_029.webp
355,B04,S36,R1C5,g30_pet_shojo_030,g30_pet_shojo_030.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,supernatural,g30_pet_shojo_030.webp
356,B04,S36,R2C1,g30_pet_shojo_031,g30_pet_shojo_031.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,space,g30_pet_shojo_031.webp
357,B04,S36,R2C2,g30_pet_shojo_032,g30_pet_shojo_032.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,space,g30_pet_shojo_032.webp
358,B04,S36,R2C3,g30_pet_shojo_033,g30_pet_shojo_033.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,magical,g30_pet_shojo_033.webp
359,B04,S36,R2C4,g30_pet_shojo_034,g30_pet_shojo_034.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,magical,g30_pet_shojo_034.webp
360,B04,S36,R2C5,g30_pet_shojo_035,g30_pet_shojo_035.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,survival,g30_pet_shojo_035.webp
361,B04,S37,R1C1,g30_pet_shojo_036,g30_pet_shojo_036.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,survival,g30_pet_shojo_036.webp
362,B04,S37,R1C2,g30_pet_shojo_037,g30_pet_shojo_037.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,pirate,g30_pet_shojo_037.webp
363,B04,S37,R1C3,g30_pet_shojo_038,g30_pet_shojo_038.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,pirate,g30_pet_shojo_038.webp
364,B04,S37,R1C4,g30_pet_shojo_039,g30_pet_shojo_039.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,martial,g30_pet_shojo_039.webp
365,B04,S37,R1C5,g30_pet_shojo_040,g30_pet_shojo_040.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,martial,g30_pet_shojo_040.webp
366,B04,S37,R2C1,g30_pet_shojo_041,g30_pet_shojo_041.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,mythology,g30_pet_shojo_041.webp
367,B04,S37,R2C2,g30_pet_shojo_042,g30_pet_shojo_042.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,mythology,g30_pet_shojo_042.webp
368,B04,S37,R2C3,g30_pet_shojo_043,g30_pet_shojo_043.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,nordic,g30_pet_shojo_043.webp
369,B04,S37,R2C4,g30_pet_shojo_044,g30_pet_shojo_044.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,nordic,g30_pet_shojo_044.webp
370,B04,S37,R2C5,g30_pet_shojo_045,g30_pet_shojo_045.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,samurai,g30_pet_shojo_045.webp
371,B04,S38,R1C1,g30_pet_shojo_046,g30_pet_shojo_046.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,samurai,g30_pet_shojo_046.webp
372,B04,S38,R1C2,g30_pet_shojo_047,g30_pet_shojo_047.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,shinobi,g30_pet_shojo_047.webp
373,B04,S38,R1C3,g30_pet_shojo_048,g30_pet_shojo_048.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,shinobi,g30_pet_shojo_048.webp
374,B04,S38,R1C4,g30_pet_shojo_049,g30_pet_shojo_049.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,vampire,g30_pet_shojo_049.webp
375,B04,S38,R1C5,g30_pet_shojo_050,g30_pet_shojo_050.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,vampire,g30_pet_shojo_050.webp
376,B04,S38,R2C1,g30_pet_shojo_051,g30_pet_shojo_051.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,grimdark,g30_pet_shojo_051.webp
377,B04,S38,R2C2,g30_pet_shojo_052,g30_pet_shojo_052.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,grimdark,g30_pet_shojo_052.webp
378,B04,S38,R2C3,g30_pet_shojo_053,g30_pet_shojo_053.png,Chaidrift,The Dune Hunter,pet,shojo,mecha,isekai,monster_taming,g30_pet_shojo_053.webp
379,B04,S38,R2C4,g30_pet_shojo_054,g30_pet_shojo_054.png,Tofuwhirl,The Glass Duelist,pet,shojo,slice,horror,arabia,g30_pet_shojo_054.webp
380,B04,S38,R2C5,g30_pet_shojo_055,g30_pet_shojo_055.png,Miriflare,The Dune Hunter,pet,shojo,romance,sports,arabia,g30_pet_shojo_055.webp
381,B04,S39,R1C1,g30_pet_shojo_056,g30_pet_shojo_056.png,Kikisprite,The Glass Duelist,pet,shojo,cyber,fantasy,arabia,g30_pet_shojo_056.webp
382,B04,S39,R1C2,g30_pet_shojo_057,g30_pet_shojo_057.png,Mokuwisp,The Dune Hunter,pet,shojo,idol,mystery,arabia,g30_pet_shojo_057.webp
383,B04,S39,R1C3,g30_pet_shojo_058,g30_pet_shojo_058.png,Clinkcoil,The Glass Duelist,pet,shojo,comedy,cooking,arabia,g30_pet_shojo_058.webp
384,B04,S39,R1C4,g30_pet_shojo_059,g30_pet_shojo_059.png,Skiffpuff,The Dune Hunter,pet,shojo,military,supernatural,arabia,g30_pet_shojo_059.webp
385,B04,S39,R1C5,g30_pet_shojo_060,g30_pet_shojo_060.png,Misotail,The Glass Duelist,pet,shojo,space,magical,arabia,g30_pet_shojo_060.webp
386,B04,S39,R2C1,g30_pet_shojo_061,g30_pet_shojo_061.png,Tikablink,The Dune Hunter,pet,shojo,survival,pirate,arabia,g30_pet_shojo_061.webp
387,B04,S39,R2C2,g30_pet_shojo_062,g30_pet_shojo_062.png,Noritooth,The Glass Duelist,pet,shojo,martial,mythology,arabia,g30_pet_shojo_062.webp
388,B04,S39,R2C3,g30_pet_shojo_063,g30_pet_shojo_063.png,Chaidrift,The Dune Hunter,pet,shojo,nordic,samurai,arabia,g30_pet_shojo_063.webp
389,B04,S39,R2C4,g30_pet_shojo_064,g30_pet_shojo_064.png,Tofuwhirl,The Glass Duelist,pet,shojo,shinobi,vampire,arabia,g30_pet_shojo_064.webp
390,B04,S39,R2C5,g30_pet_shojo_065,g30_pet_shojo_065.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,arabia,grimdark,g30_pet_shojo_065.webp
391,B04,S40,R1C1,g30_villain_shonen_001,g30_villain_shonen_001.png,Kael Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,kaiju,g30_villain_shonen_001.webp
392,B04,S40,R1C2,g30_villain_shonen_002,g30_villain_shonen_002.png,Soren Locke,The Cinder Corsair,villain,shonen,monster_taming,cosmic_horror,arabia,g30_villain_shonen_002.webp
393,B04,S40,R1C3,g30_villain_shonen_003,g30_villain_shonen_003.png,Riven Mirren,The Ashen Viper,villain,shonen,crime,cosmic_horror,mecha,g30_villain_shonen_003.webp
394,B04,S40,R1C4,g30_villain_shonen_004,g30_villain_shonen_004.png,Darian Crowe,The Cinder Corsair,villain,shonen,kaiju,arabia,mecha,g30_villain_shonen_004.webp
395,B04,S40,R1C5,g30_villain_shonen_005,g30_villain_shonen_005.png,Yara Locke,The Ashen Viper,villain,shonen,crime,arabia,isekai,g30_villain_shonen_005.webp
396,B04,S40,R2C1,g30_villain_shonen_006,g30_villain_shonen_006.png,Selene Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,isekai,g30_villain_shonen_006.webp
397,B04,S40,R2C2,g30_villain_shonen_007,g30_villain_shonen_007.png,Kestrel Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,slice,g30_villain_shonen_007.webp
398,B04,S40,R2C3,g30_villain_shonen_008,g30_villain_shonen_008.png,Jin Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,slice,g30_villain_shonen_008.webp
399,B04,S40,R2C4,g30_villain_shonen_009,g30_villain_shonen_009.png,Aziel Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,horror,g30_villain_shonen_009.webp
400,B04,S40,R2C5,g30_villain_shonen_010,g30_villain_shonen_010.png,Cassian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,horror,g30_villain_shonen_010.webp
401,B05,S41,R1C1,g30_villain_shonen_011,g30_villain_shonen_011.png,Ren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,romance,g30_villain_shonen_011.webp
402,B05,S41,R1C2,g30_villain_shonen_012,g30_villain_shonen_012.png,Soraya Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,romance,g30_villain_shonen_012.webp
403,B05,S41,R1C3,g30_villain_shonen_013,g30_villain_shonen_013.png,Nadia Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,sports,g30_villain_shonen_013.webp
404,B05,S41,R1C4,g30_villain_shonen_014,g30_villain_shonen_014.png,Asha Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,sports,g30_villain_shonen_014.webp
405,B05,S41,R1C5,g30_villain_shonen_015,g30_villain_shonen_015.png,Lio Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,cyber,g30_villain_shonen_015.webp
406,B05,S41,R2C1,g30_villain_shonen_016,g30_villain_shonen_016.png,Kael Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,cyber,g30_villain_shonen_016.webp
407,B05,S41,R2C2,g30_villain_shonen_017,g30_villain_shonen_017.png,Soren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,fantasy,g30_villain_shonen_017.webp
408,B05,S41,R2C3,g30_villain_shonen_018,g30_villain_shonen_018.png,Riven Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,fantasy,g30_villain_shonen_018.webp
409,B05,S41,R2C4,g30_villain_shonen_019,g30_villain_shonen_019.png,Darian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,idol,g30_villain_shonen_019.webp
410,B05,S41,R2C5,g30_villain_shonen_020,g30_villain_shonen_020.png,Yara Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,idol,g30_villain_shonen_020.webp
411,B05,S42,R1C1,g30_villain_shonen_021,g30_villain_shonen_021.png,Selene Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,mystery,g30_villain_shonen_021.webp
412,B05,S42,R1C2,g30_villain_shonen_022,g30_villain_shonen_022.png,Kestrel Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,mystery,g30_villain_shonen_022.webp
413,B05,S42,R1C3,g30_villain_shonen_023,g30_villain_shonen_023.png,Jin Locke,The Ashen Viper,villain,shonen,monster_taming,crime,comedy,g30_villain_shonen_023.webp
414,B05,S42,R1C4,g30_villain_shonen_024,g30_villain_shonen_024.png,Aziel Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,comedy,g30_villain_shonen_024.webp
415,B05,S42,R1C5,g30_villain_shonen_025,g30_villain_shonen_025.png,Cassian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,cooking,g30_villain_shonen_025.webp
416,B05,S42,R2C1,g30_villain_shonen_026,g30_villain_shonen_026.png,Ren Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,cooking,g30_villain_shonen_026.webp
417,B05,S42,R2C2,g30_villain_shonen_027,g30_villain_shonen_027.png,Soraya Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,military,g30_villain_shonen_027.webp
418,B05,S42,R2C3,g30_villain_shonen_028,g30_villain_shonen_028.png,Nadia Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,military,g30_villain_shonen_028.webp
419,B05,S42,R2C4,g30_villain_shonen_029,g30_villain_shonen_029.png,Asha Locke,The Ashen Viper,villain,shonen,monster_taming,crime,supernatural,g30_villain_shonen_029.webp
420,B05,S42,R2C5,g30_villain_shonen_030,g30_villain_shonen_030.png,Lio Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,supernatural,g30_villain_shonen_030.webp
421,B05,S43,R1C1,g30_villain_shonen_031,g30_villain_shonen_031.png,Kael Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,space,g30_villain_shonen_031.webp
422,B05,S43,R1C2,g30_villain_shonen_032,g30_villain_shonen_032.png,Soren Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,space,g30_villain_shonen_032.webp
423,B05,S43,R1C3,g30_villain_shonen_033,g30_villain_shonen_033.png,Riven Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,magical,g30_villain_shonen_033.webp
424,B05,S43,R1C4,g30_villain_shonen_034,g30_villain_shonen_034.png,Darian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,magical,g30_villain_shonen_034.webp
425,B05,S43,R1C5,g30_villain_shonen_035,g30_villain_shonen_035.png,Yara Locke,The Ashen Viper,villain,shonen,monster_taming,crime,survival,g30_villain_shonen_035.webp
426,B05,S43,R2C1,g30_villain_shonen_036,g30_villain_shonen_036.png,Selene Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,survival,g30_villain_shonen_036.webp
427,B05,S43,R2C2,g30_villain_shonen_037,g30_villain_shonen_037.png,Kestrel Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,pirate,g30_villain_shonen_037.webp
428,B05,S43,R2C3,g30_villain_shonen_038,g30_villain_shonen_038.png,Jin Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,pirate,g30_villain_shonen_038.webp
429,B05,S43,R2C4,g30_villain_shonen_039,g30_villain_shonen_039.png,Aziel Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,martial,g30_villain_shonen_039.webp
430,B05,S43,R2C5,g30_villain_shonen_040,g30_villain_shonen_040.png,Cassian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,martial,g30_villain_shonen_040.webp
431,B05,S44,R1C1,g30_villain_shonen_041,g30_villain_shonen_041.png,Ren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,mythology,g30_villain_shonen_041.webp
432,B05,S44,R1C2,g30_villain_shonen_042,g30_villain_shonen_042.png,Soraya Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,mythology,g30_villain_shonen_042.webp
433,B05,S44,R1C3,g30_villain_shonen_043,g30_villain_shonen_043.png,Nadia Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,nordic,g30_villain_shonen_043.webp
434,B05,S44,R1C4,g30_villain_shonen_044,g30_villain_shonen_044.png,Asha Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,nordic,g30_villain_shonen_044.webp
435,B05,S44,R1C5,g30_villain_shonen_045,g30_villain_shonen_045.png,Lio Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,samurai,g30_villain_shonen_045.webp
436,B05,S44,R2C1,g30_villain_shonen_046,g30_villain_shonen_046.png,Kael Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,samurai,g30_villain_shonen_046.webp
437,B05,S44,R2C2,g30_villain_shonen_047,g30_villain_shonen_047.png,Soren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,shinobi,g30_villain_shonen_047.webp
438,B05,S44,R2C3,g30_villain_shonen_048,g30_villain_shonen_048.png,Riven Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,shinobi,g30_villain_shonen_048.webp
439,B05,S44,R2C4,g30_villain_shonen_049,g30_villain_shonen_049.png,Darian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,vampire,g30_villain_shonen_049.webp
440,B05,S44,R2C5,g30_villain_shonen_050,g30_villain_shonen_050.png,Yara Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,vampire,g30_villain_shonen_050.webp
441,B05,S45,R1C1,g30_villain_shonen_051,g30_villain_shonen_051.png,Selene Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,grimdark,g30_villain_shonen_051.webp
442,B05,S45,R1C2,g30_villain_shonen_052,g30_villain_shonen_052.png,Kestrel Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,grimdark,g30_villain_shonen_052.webp
443,B05,S45,R1C3,g30_villain_shonen_053,g30_villain_shonen_053.png,Jin Locke,The Ashen Viper,villain,shonen,mecha,isekai,monster_taming,g30_villain_shonen_053.webp
444,B05,S45,R1C4,g30_villain_shonen_054,g30_villain_shonen_054.png,Aziel Mirren,The Cinder Corsair,villain,shonen,slice,horror,arabia,g30_villain_shonen_054.webp
445,B05,S45,R1C5,g30_villain_shonen_055,g30_villain_shonen_055.png,Cassian Crowe,The Ashen Viper,villain,shonen,romance,sports,arabia,g30_villain_shonen_055.webp
