sequence,batch_code,sheet_code,sheet_position,character_id,filename_png,name,epithet,role,anime_type,visible_genre_1,visible_genre_2,hidden_genre
355,B04,S36,R1C5,g30_pet_shojo_030,g30_pet_shojo_030.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,supernatural
356,B04,S36,R2C1,g30_pet_shojo_031,g30_pet_shojo_031.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,space
357,B04,S36,R2C2,g30_pet_shojo_032,g30_pet_shojo_032.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,space
358,B04,S36,R2C3,g30_pet_shojo_033,g30_pet_shojo_033.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,magical
359,B04,S36,R2C4,g30_pet_shojo_034,g30_pet_shojo_034.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,magical
360,B04,S36,R2C5,g30_pet_shojo_035,g30_pet_shojo_035.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,survival
361,B04,S37,R1C1,g30_pet_shojo_036,g30_pet_shojo_036.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,survival
362,B04,S37,R1C2,g30_pet_shojo_037,g30_pet_shojo_037.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,pirate
363,B04,S37,R1C3,g30_pet_shojo_038,g30_pet_shojo_038.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,pirate
364,B04,S37,R1C4,g30_pet_shojo_039,g30_pet_shojo_039.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,martial
365,B04,S37,R1C5,g30_pet_shojo_040,g30_pet_shojo_040.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,martial
366,B04,S37,R2C1,g30_pet_shojo_041,g30_pet_shojo_041.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,mythology
367,B04,S37,R2C2,g30_pet_shojo_042,g30_pet_shojo_042.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,mythology
368,B04,S37,R2C3,g30_pet_shojo_043,g30_pet_shojo_043.png,Chaidrift,The Dune Hunter,pet,shojo,monster_taming,crime,nordic
369,B04,S37,R2C4,g30_pet_shojo_044,g30_pet_shojo_044.png,Tofuwhirl,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,nordic
370,B04,S37,R2C5,g30_pet_shojo_045,g30_pet_shojo_045.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,crime,samurai
371,B04,S38,R1C1,g30_pet_shojo_046,g30_pet_shojo_046.png,Kikisprite,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,samurai
372,B04,S38,R1C2,g30_pet_shojo_047,g30_pet_shojo_047.png,Mokuwisp,The Dune Hunter,pet,shojo,monster_taming,crime,shinobi
373,B04,S38,R1C3,g30_pet_shojo_048,g30_pet_shojo_048.png,Clinkcoil,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,shinobi
374,B04,S38,R1C4,g30_pet_shojo_049,g30_pet_shojo_049.png,Skiffpuff,The Dune Hunter,pet,shojo,monster_taming,crime,vampire
375,B04,S38,R1C5,g30_pet_shojo_050,g30_pet_shojo_050.png,Misotail,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,vampire
376,B04,S38,R2C1,g30_pet_shojo_051,g30_pet_shojo_051.png,Tikablink,The Dune Hunter,pet,shojo,monster_taming,crime,grimdark
377,B04,S38,R2C2,g30_pet_shojo_052,g30_pet_shojo_052.png,Noritooth,The Glass Duelist,pet,shojo,kaiju,cosmic_horror,grimdark
378,B04,S38,R2C3,g30_pet_shojo_053,g30_pet_shojo_053.png,Chaidrift,The Dune Hunter,pet,shojo,mecha,isekai,monster_taming
379,B04,S38,R2C4,g30_pet_shojo_054,g30_pet_shojo_054.png,Tofuwhirl,The Glass Duelist,pet,shojo,slice,horror,arabia
380,B04,S38,R2C5,g30_pet_shojo_055,g30_pet_shojo_055.png,Miriflare,The Dune Hunter,pet,shojo,romance,sports,arabia
381,B04,S39,R1C1,g30_pet_shojo_056,g30_pet_shojo_056.png,Kikisprite,The Glass Duelist,pet,shojo,cyber,fantasy,arabia
382,B04,S39,R1C2,g30_pet_shojo_057,g30_pet_shojo_057.png,Mokuwisp,The Dune Hunter,pet,shojo,idol,mystery,arabia
383,B04,S39,R1C3,g30_pet_shojo_058,g30_pet_shojo_058.png,Clinkcoil,The Glass Duelist,pet,shojo,comedy,cooking,arabia
384,B04,S39,R1C4,g30_pet_shojo_059,g30_pet_shojo_059.png,Skiffpuff,The Dune Hunter,pet,shojo,military,supernatural,arabia
385,B04,S39,R1C5,g30_pet_shojo_060,g30_pet_shojo_060.png,Misotail,The Glass Duelist,pet,shojo,space,magical,arabia
386,B04,S39,R2C1,g30_pet_shojo_061,g30_pet_shojo_061.png,Tikablink,The Dune Hunter,pet,shojo,survival,pirate,arabia
387,B04,S39,R2C2,g30_pet_shojo_062,g30_pet_shojo_062.png,Noritooth,The Glass Duelist,pet,shojo,martial,mythology,arabia
388,B04,S39,R2C3,g30_pet_shojo_063,g30_pet_shojo_063.png,Chaidrift,The Dune Hunter,pet,shojo,nordic,samurai,arabia
389,B04,S39,R2C4,g30_pet_shojo_064,g30_pet_shojo_064.png,Tofuwhirl,The Glass Duelist,pet,shojo,shinobi,vampire,arabia
390,B04,S39,R2C5,g30_pet_shojo_065,g30_pet_shojo_065.png,Miriflare,The Dune Hunter,pet,shojo,monster_taming,arabia,grimdark
391,B04,S40,R1C1,g30_villain_shonen_001,g30_villain_shonen_001.png,Kael Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,kaiju
392,B04,S40,R1C2,g30_villain_shonen_002,g30_villain_shonen_002.png,Soren Locke,The Cinder Corsair,villain,shonen,monster_taming,cosmic_horror,arabia
393,B04,S40,R1C3,g30_villain_shonen_003,g30_villain_shonen_003.png,Riven Mirren,The Ashen Viper,villain,shonen,crime,cosmic_horror,mecha
394,B04,S40,R1C4,g30_villain_shonen_004,g30_villain_shonen_004.png,Darian Crowe,The Cinder Corsair,villain,shonen,kaiju,arabia,mecha
395,B04,S40,R1C5,g30_villain_shonen_005,g30_villain_shonen_005.png,Yara Locke,The Ashen Viper,villain,shonen,crime,arabia,isekai
396,B04,S40,R2C1,g30_villain_shonen_006,g30_villain_shonen_006.png,Selene Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,isekai
397,B04,S40,R2C2,g30_villain_shonen_007,g30_villain_shonen_007.png,Kestrel Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,slice
398,B04,S40,R2C3,g30_villain_shonen_008,g30_villain_shonen_008.png,Jin Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,slice
399,B04,S40,R2C4,g30_villain_shonen_009,g30_villain_shonen_009.png,Aziel Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,horror
400,B04,S40,R2C5,g30_villain_shonen_010,g30_villain_shonen_010.png,Cassian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,horror
401,B05,S41,R1C1,g30_villain_shonen_011,g30_villain_shonen_011.png,Ren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,romance
402,B05,S41,R1C2,g30_villain_shonen_012,g30_villain_shonen_012.png,Soraya Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,romance
403,B05,S41,R1C3,g30_villain_shonen_013,g30_villain_shonen_013.png,Nadia Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,sports
404,B05,S41,R1C4,g30_villain_shonen_014,g30_villain_shonen_014.png,Asha Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,sports
405,B05,S41,R1C5,g30_villain_shonen_015,g30_villain_shonen_015.png,Lio Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,cyber
406,B05,S41,R2C1,g30_villain_shonen_016,g30_villain_shonen_016.png,Kael Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,cyber
407,B05,S41,R2C2,g30_villain_shonen_017,g30_villain_shonen_017.png,Soren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,fantasy
408,B05,S41,R2C3,g30_villain_shonen_018,g30_villain_shonen_018.png,Riven Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,fantasy
409,B05,S41,R2C4,g30_villain_shonen_019,g30_villain_shonen_019.png,Darian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,idol
410,B05,S41,R2C5,g30_villain_shonen_020,g30_villain_shonen_020.png,Yara Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,idol
411,B05,S42,R1C1,g30_villain_shonen_021,g30_villain_shonen_021.png,Selene Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,mystery
412,B05,S42,R1C2,g30_villain_shonen_022,g30_villain_shonen_022.png,Kestrel Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,mystery
413,B05,S42,R1C3,g30_villain_shonen_023,g30_villain_shonen_023.png,Jin Locke,The Ashen Viper,villain,shonen,monster_taming,crime,comedy
414,B05,S42,R1C4,g30_villain_shonen_024,g30_villain_shonen_024.png,Aziel Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,comedy
415,B05,S42,R1C5,g30_villain_shonen_025,g30_villain_shonen_025.png,Cassian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,cooking
416,B05,S42,R2C1,g30_villain_shonen_026,g30_villain_shonen_026.png,Ren Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,cooking
417,B05,S42,R2C2,g30_villain_shonen_027,g30_villain_shonen_027.png,Soraya Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,military
418,B05,S42,R2C3,g30_villain_shonen_028,g30_villain_shonen_028.png,Nadia Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,military
419,B05,S42,R2C4,g30_villain_shonen_029,g30_villain_shonen_029.png,Asha Locke,The Ashen Viper,villain,shonen,monster_taming,crime,supernatural
420,B05,S42,R2C5,g30_villain_shonen_030,g30_villain_shonen_030.png,Lio Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,supernatural
421,B05,S43,R1C1,g30_villain_shonen_031,g30_villain_shonen_031.png,Kael Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,space
422,B05,S43,R1C2,g30_villain_shonen_032,g30_villain_shonen_032.png,Soren Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,space
423,B05,S43,R1C3,g30_villain_shonen_033,g30_villain_shonen_033.png,Riven Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,magical
424,B05,S43,R1C4,g30_villain_shonen_034,g30_villain_shonen_034.png,Darian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,magical
425,B05,S43,R1C5,g30_villain_shonen_035,g30_villain_shonen_035.png,Yara Locke,The Ashen Viper,villain,shonen,monster_taming,crime,survival
426,B05,S43,R2C1,g30_villain_shonen_036,g30_villain_shonen_036.png,Selene Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,survival
427,B05,S43,R2C2,g30_villain_shonen_037,g30_villain_shonen_037.png,Kestrel Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,pirate
428,B05,S43,R2C3,g30_villain_shonen_038,g30_villain_shonen_038.png,Jin Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,pirate
429,B05,S43,R2C4,g30_villain_shonen_039,g30_villain_shonen_039.png,Aziel Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,martial
430,B05,S43,R2C5,g30_villain_shonen_040,g30_villain_shonen_040.png,Cassian Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,martial
431,B05,S44,R1C1,g30_villain_shonen_041,g30_villain_shonen_041.png,Ren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,mythology
432,B05,S44,R1C2,g30_villain_shonen_042,g30_villain_shonen_042.png,Soraya Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,mythology
433,B05,S44,R1C3,g30_villain_shonen_043,g30_villain_shonen_043.png,Nadia Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,nordic
434,B05,S44,R1C4,g30_villain_shonen_044,g30_villain_shonen_044.png,Asha Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,nordic
435,B05,S44,R1C5,g30_villain_shonen_045,g30_villain_shonen_045.png,Lio Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,samurai
436,B05,S44,R2C1,g30_villain_shonen_046,g30_villain_shonen_046.png,Kael Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,samurai
437,B05,S44,R2C2,g30_villain_shonen_047,g30_villain_shonen_047.png,Soren Locke,The Ashen Viper,villain,shonen,monster_taming,crime,shinobi
438,B05,S44,R2C3,g30_villain_shonen_048,g30_villain_shonen_048.png,Riven Mirren,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,shinobi
439,B05,S44,R2C4,g30_villain_shonen_049,g30_villain_shonen_049.png,Darian Crowe,The Ashen Viper,villain,shonen,monster_taming,crime,vampire
440,B05,S44,R2C5,g30_villain_shonen_050,g30_villain_shonen_050.png,Yara Locke,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,vampire
441,B05,S45,R1C1,g30_villain_shonen_051,g30_villain_shonen_051.png,Selene Mirren,The Ashen Viper,villain,shonen,monster_taming,crime,grimdark
442,B05,S45,R1C2,g30_villain_shonen_052,g30_villain_shonen_052.png,Kestrel Crowe,The Cinder Corsair,villain,shonen,kaiju,cosmic_horror,grimdark
443,B05,S45,R1C3,g30_villain_shonen_053,g30_villain_shonen_053.png,Jin Locke,The Ashen Viper,villain,shonen,mecha,isekai,monster_taming
444,B05,S45,R1C4,g30_villain_shonen_054,g30_villain_shonen_054.png,Aziel Mirren,The Cinder Corsair,villain,shonen,slice,horror,arabia
445,B05,S45,R1C5,g30_villain_shonen_055,g30_villain_shonen_055.png,Cassian Crowe,The Ashen Viper,villain,shonen,romance,sports,arabia
446,B05,S45,R2C1,g30_villain_shonen_056,g30_villain_shonen_056.png,Ren Locke,The Cinder Corsair,villain,shonen,cyber,fantasy,arabia
447,B05,S45,R2C2,g30_villain_shonen_057,g30_villain_shonen_057.png,Soraya Mirren,The Ashen Viper,villain,shonen,idol,mystery,arabia
448,B05,S45,R2C3,g30_villain_shonen_058,g30_villain_shonen_058.png,Nadia Crowe,The Cinder Corsair,villain,shonen,comedy,cooking,arabia
449,B05,S45,R2C4,g30_villain_shonen_059,g30_villain_shonen_059.png,Asha Locke,The Ashen Viper,villain,shonen,military,supernatural,arabia
450,B05,S45,R2C5,g30_villain_shonen_060,g30_villain_shonen_060.png,Lio Mirren,The Cinder Corsair,villain,shonen,space,magical,arabia
451,B05,S46,R1C1,g30_villain_shonen_061,g30_villain_shonen_061.png,Kael Crowe,The Ashen Viper,villain,shonen,survival,pirate,arabia
452,B05,S46,R1C2,g30_villain_shonen_062,g30_villain_shonen_062.png,Soren Locke,The Cinder Corsair,villain,shonen,martial,mythology,arabia
453,B05,S46,R1C3,g30_villain_shonen_063,g30_villain_shonen_063.png,Riven Mirren,The Ashen Viper,villain,shonen,nordic,samurai,arabia
454,B05,S46,R1C4,g30_villain_shonen_064,g30_villain_shonen_064.png,Darian Crowe,The Cinder Corsair,villain,shonen,shinobi,vampire,arabia
455,B05,S46,R1C5,g30_villain_shonen_065,g30_villain_shonen_065.png,Yara Locke,The Ashen Viper,villain,shonen,monster_taming,arabia,grimdark
456,B05,S46,R2C1,g30_villain_shojo_001,g30_villain_shojo_001.png,Soraya Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,kaiju
457,B05,S46,R2C2,g30_villain_shojo_002,g30_villain_shojo_002.png,Nadia Crowe,The Dune Hunter,villain,shojo,monster_taming,cosmic_horror,arabia
458,B05,S46,R2C3,g30_villain_shojo_003,g30_villain_shojo_003.png,Asha Locke,The Glass Duelist,villain,shojo,crime,cosmic_horror,mecha
459,B05,S46,R2C4,g30_villain_shojo_004,g30_villain_shojo_004.png,Lio Mirren,The Dune Hunter,villain,shojo,kaiju,arabia,mecha
460,B05,S46,R2C5,g30_villain_shojo_005,g30_villain_shojo_005.png,Kael Crowe,The Glass Duelist,villain,shojo,crime,arabia,isekai
461,B05,S47,R1C1,g30_villain_shojo_006,g30_villain_shojo_006.png,Soren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,isekai
462,B05,S47,R1C2,g30_villain_shojo_007,g30_villain_shojo_007.png,Riven Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,slice
463,B05,S47,R1C3,g30_villain_shojo_008,g30_villain_shojo_008.png,Darian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,slice
464,B05,S47,R1C4,g30_villain_shojo_009,g30_villain_shojo_009.png,Yara Locke,The Glass Duelist,villain,shojo,monster_taming,crime,horror
465,B05,S47,R1C5,g30_villain_shojo_010,g30_villain_shojo_010.png,Selene Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,horror
466,B05,S47,R2C1,g30_villain_shojo_011,g30_villain_shojo_011.png,Kestrel Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,romance
467,B05,S47,R2C2,g30_villain_shojo_012,g30_villain_shojo_012.png,Jin Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,romance
468,B05,S47,R2C3,g30_villain_shojo_013,g30_villain_shojo_013.png,Aziel Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,sports
469,B05,S47,R2C4,g30_villain_shojo_014,g30_villain_shojo_014.png,Cassian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,sports
470,B05,S47,R2C5,g30_villain_shojo_015,g30_villain_shojo_015.png,Ren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,cyber
471,B05,S48,R1C1,g30_villain_shojo_016,g30_villain_shojo_016.png,Soraya Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,cyber
472,B05,S48,R1C2,g30_villain_shojo_017,g30_villain_shojo_017.png,Nadia Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,fantasy
473,B05,S48,R1C3,g30_villain_shojo_018,g30_villain_shojo_018.png,Asha Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,fantasy
474,B05,S48,R1C4,g30_villain_shojo_019,g30_villain_shojo_019.png,Lio Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,idol
475,B05,S48,R1C5,g30_villain_shojo_020,g30_villain_shojo_020.png,Kael Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,idol
476,B05,S48,R2C1,g30_villain_shojo_021,g30_villain_shojo_021.png,Soren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,mystery
477,B05,S48,R2C2,g30_villain_shojo_022,g30_villain_shojo_022.png,Riven Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,mystery
478,B05,S48,R2C3,g30_villain_shojo_023,g30_villain_shojo_023.png,Darian Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,comedy
479,B05,S48,R2C4,g30_villain_shojo_024,g30_villain_shojo_024.png,Yara Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,comedy
480,B05,S48,R2C5,g30_villain_shojo_025,g30_villain_shojo_025.png,Selene Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,cooking
481,B05,S49,R1C1,g30_villain_shojo_026,g30_villain_shojo_026.png,Kestrel Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,cooking
482,B05,S49,R1C2,g30_villain_shojo_027,g30_villain_shojo_027.png,Jin Locke,The Glass Duelist,villain,shojo,monster_taming,crime,military
483,B05,S49,R1C3,g30_villain_shojo_028,g30_villain_shojo_028.png,Aziel Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,military
484,B05,S49,R1C4,g30_villain_shojo_029,g30_villain_shojo_029.png,Cassian Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,supernatural
485,B05,S49,R1C5,g30_villain_shojo_030,g30_villain_shojo_030.png,Ren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,supernatural
486,B05,S49,R2C1,g30_villain_shojo_031,g30_villain_shojo_031.png,Soraya Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,space
487,B05,S49,R2C2,g30_villain_shojo_032,g30_villain_shojo_032.png,Nadia Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,space
488,B05,S49,R2C3,g30_villain_shojo_033,g30_villain_shojo_033.png,Asha Locke,The Glass Duelist,villain,shojo,monster_taming,crime,magical
489,B05,S49,R2C4,g30_villain_shojo_034,g30_villain_shojo_034.png,Lio Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,magical
490,B05,S49,R2C5,g30_villain_shojo_035,g30_villain_shojo_035.png,Kael Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,survival
491,B05,S50,R1C1,g30_villain_shojo_036,g30_villain_shojo_036.png,Soren Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,survival
492,B05,S50,R1C2,g30_villain_shojo_037,g30_villain_shojo_037.png,Riven Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,pirate
493,B05,S50,R1C3,g30_villain_shojo_038,g30_villain_shojo_038.png,Darian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,pirate
494,B05,S50,R1C4,g30_villain_shojo_039,g30_villain_shojo_039.png,Yara Locke,The Glass Duelist,villain,shojo,monster_taming,crime,martial
495,B05,S50,R1C5,g30_villain_shojo_040,g30_villain_shojo_040.png,Selene Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,martial
496,B05,S50,R2C1,g30_villain_shojo_041,g30_villain_shojo_041.png,Kestrel Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,mythology
497,B05,S50,R2C2,g30_villain_shojo_042,g30_villain_shojo_042.png,Jin Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,mythology
498,B05,S50,R2C3,g30_villain_shojo_043,g30_villain_shojo_043.png,Aziel Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,nordic
499,B05,S50,R2C4,g30_villain_shojo_044,g30_villain_shojo_044.png,Cassian Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,nordic
500,B05,S50,R2C5,g30_villain_shojo_045,g30_villain_shojo_045.png,Ren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,samurai
501,B06,S51,R1C1,g30_villain_shojo_046,g30_villain_shojo_046.png,Soraya Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,samurai
502,B06,S51,R1C2,g30_villain_shojo_047,g30_villain_shojo_047.png,Nadia Crowe,The Glass Duelist,villain,shojo,monster_taming,crime,shinobi
503,B06,S51,R1C3,g30_villain_shojo_048,g30_villain_shojo_048.png,Asha Locke,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,shinobi
504,B06,S51,R1C4,g30_villain_shojo_049,g30_villain_shojo_049.png,Lio Mirren,The Glass Duelist,villain,shojo,monster_taming,crime,vampire
505,B06,S51,R1C5,g30_villain_shojo_050,g30_villain_shojo_050.png,Kael Crowe,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,vampire
506,B06,S51,R2C1,g30_villain_shojo_051,g30_villain_shojo_051.png,Soren Locke,The Glass Duelist,villain,shojo,monster_taming,crime,grimdark
507,B06,S51,R2C2,g30_villain_shojo_052,g30_villain_shojo_052.png,Riven Mirren,The Dune Hunter,villain,shojo,kaiju,cosmic_horror,grimdark
508,B06,S51,R2C3,g30_villain_shojo_053,g30_villain_shojo_053.png,Darian Crowe,The Glass Duelist,villain,shojo,mecha,isekai,monster_taming
509,B06,S51,R2C4,g30_villain_shojo_054,g30_villain_shojo_054.png,Yara Locke,The Dune Hunter,villain,shojo,slice,horror,arabia
510,B06,S51,R2C5,g30_villain_shojo_055,g30_villain_shojo_055.png,Selene Mirren,The Glass Duelist,villain,shojo,romance,sports,arabia
511,B06,S52,R1C1,g30_villain_shojo_056,g30_villain_shojo_056.png,Kestrel Crowe,The Dune Hunter,villain,shojo,cyber,fantasy,arabia
512,B06,S52,R1C2,g30_villain_shojo_057,g30_villain_shojo_057.png,Jin Locke,The Glass Duelist,villain,shojo,idol,mystery,arabia
513,B06,S52,R1C3,g30_villain_shojo_058,g30_villain_shojo_058.png,Aziel Mirren,The Dune Hunter,villain,shojo,comedy,cooking,arabia
514,B06,S52,R1C4,g30_villain_shojo_059,g30_villain_shojo_059.png,Cassian Crowe,The Glass Duelist,villain,shojo,military,supernatural,arabia
515,B06,S52,R1C5,g30_villain_shojo_060,g30_villain_shojo_060.png,Ren Locke,The Dune Hunter,villain,shojo,space,magical,arabia
516,B06,S52,R2C1,g30_villain_shojo_061,g30_villain_shojo_061.png,Soraya Mirren,The Glass Duelist,villain,shojo,survival,pirate,arabia
517,B06,S52,R2C2,g30_villain_shojo_062,g30_villain_shojo_062.png,Nadia Crowe,The Dune Hunter,villain,shojo,martial,mythology,arabia
518,B06,S52,R2C3,g30_villain_shojo_063,g30_villain_shojo_063.png,Asha Locke,The Glass Duelist,villain,shojo,nordic,samurai,arabia
519,B06,S52,R2C4,g30_villain_shojo_064,g30_villain_shojo_064.png,Lio Mirren,The Dune Hunter,villain,shojo,shinobi,vampire,arabia
520,B06,S52,R2C5,g30_villain_shojo_065,g30_villain_shojo_065.png,Kael Crowe,The Glass Duelist,villain,shojo,monster_taming,arabia,grimdark
